held_out_source,inner_validation_source,seed,epoch,lambda,campaign_macro_ndcg5,five_seed_two_source_mean_ndcg5,selected,training_rows,validation_rows
attack_flow,stockpile,42,40,0.0,0.10502015342477039,0.11253265700159876,0,263,109
attack_flow,stockpile,42,40,0.1,0.1076472621201522,0.1119350674715146,0,263,109
attack_flow,stockpile,42,40,0.2,0.11229415767584676,0.11217479788064748,0,263,109
attack_flow,stockpile,42,40,0.3,0.10670881570584469,0.10419524990638544,0,263,109
attack_flow,stockpile,42,40,0.4,0.10659928029671731,0.10339009318998553,0,263,109
attack_flow,stockpile,42,40,0.5,0.08487366966914232,0.1018533038955582,0,263,109
attack_flow,stockpile,42,40,0.6,0.07916537127490093,0.09908438150979373,0,263,109
attack_flow,stockpile,42,40,0.7,0.06619966144522019,0.09391545142649241,0,263,109
attack_flow,stockpile,42,40,0.8,0.06619002829971948,0.09472465875009678,0,263,109
attack_flow,stockpile,42,40,0.9,0.07171455063822446,0.09151134883118534,0,263,109
attack_flow,stockpile,42,40,1.0,0.07069353310308114,0.09052523341108018,0,263,109
attack_flow,stockpile,42,60,0.0,0.10502015342477039,0.11253265700159876,0,263,109
attack_flow,stockpile,42,60,0.1,0.10398284735842511,0.11067046623215002,0,263,109
attack_flow,stockpile,42,60,0.2,0.10733781922476886,0.11046010623385741,0,263,109
attack_flow,stockpile,42,60,0.3,0.10712133882617332,0.11020238723499169,0,263,109
attack_flow,stockpile,42,60,0.4,0.10491657978577182,0.10643406449454762,0,263,109
attack_flow,stockpile,42,60,0.5,0.07626677121033491,0.09879623591257738,0,263,109
attack_flow,stockpile,42,60,0.6,0.05655164952485734,0.0953415404683295,0,263,109
attack_flow,stockpile,42,60,0.7,0.05709401108542828,0.09203280212418656,0,263,109
attack_flow,stockpile,42,60,0.8,0.06540494081238893,0.09192154909329014,0,263,109
attack_flow,stockpile,42,60,0.9,0.0585818561813535,0.08780900613762649,0,263,109
attack_flow,stockpile,42,60,1.0,0.0716149646938274,0.08838031970629541,0,263,109
attack_flow,stockpile,42,80,0.0,0.10502015342477039,0.11253265700159876,0,263,109
attack_flow,stockpile,42,80,0.1,0.10360360597276246,0.1108188557275156,0,263,109
attack_flow,stockpile,42,80,0.2,0.11192830413751194,0.1117347328767194,0,263,109
attack_flow,stockpile,42,80,0.3,0.11049608828928657,0.11140121760136927,0,263,109
attack_flow,stockpile,42,80,0.4,0.11210019544155726,0.10858605579402217,0,263,109
attack_flow,stockpile,42,80,0.5,0.10063428241241937,0.10379023169797141,0,263,109
attack_flow,stockpile,42,80,0.6,0.0802873968543996,0.09694332651426621,0,263,109
attack_flow,stockpile,42,80,0.7,0.08716355206845643,0.09636506835709469,0,263,109
attack_flow,stockpile,42,80,0.8,0.06901189378147476,0.0946124686920777,0,263,109
attack_flow,stockpile,42,80,0.9,0.0785350863386619,0.09256266806201277,0,263,109
attack_flow,stockpile,42,80,1.0,0.087021484510222,0.0964203780241733,0,263,109
attack_flow,stockpile,42,100,0.0,0.10502015342477039,0.11253265700159876,0,263,109
attack_flow,stockpile,42,100,0.1,0.10151363286784428,0.11029036675853296,0,263,109
