held_out_source,inner_validation_source,seed,lambda,campaign_macro_ndcg5,five_seed_two_source_mean_ndcg5,selected,validation_rows
stockpile,ctid,46,0.6,0.20014146732602472,0.222895092066063,0,263
stockpile,ctid,46,0.7,0.19626537472735262,0.22031718542782935,0,263
stockpile,ctid,46,0.8,0.19519024945713223,0.21820779196571277,0,263
stockpile,ctid,46,0.9,0.19478883105373523,0.21747901502221573,0,263
stockpile,ctid,46,1.0,0.19427925702024187,0.21719035476355755,0,263
stockpile,attack_flow,42,0.0,0.18465453482102098,0.18306874644018506,0,412
stockpile,attack_flow,42,0.1,0.2013726260707362,0.20322097276725426,0,412
stockpile,attack_flow,42,0.2,0.20494183288107146,0.20331254835725837,0,412
stockpile,attack_flow,42,0.3,0.23143883282575273,0.21599725039114187,0,412
stockpile,attack_flow,42,0.4,0.25299901369406896,0.2236527287561758,1,412
stockpile,attack_flow,42,0.5,0.24688939215140815,0.22353626763719187,0,412
stockpile,attack_flow,42,0.6,0.24539312952161987,0.222895092066063,0,412
stockpile,attack_flow,42,0.7,0.24483916984629955,0.22031718542782935,0,412
stockpile,attack_flow,42,0.8,0.24117965656240783,0.21820779196571277,0,412
stockpile,attack_flow,42,0.9,0.24016487462340375,0.21747901502221573,0,412
stockpile,attack_flow,42,1.0,0.24010145250687326,0.21719035476355755,0,412
stockpile,attack_flow,43,0.0,0.18468215635939758,0.18306874644018506,0,412
stockpile,attack_flow,43,0.1,0.20136265588295466,0.20322097276725426,0,412
stockpile,attack_flow,43,0.2,0.20554681016187362,0.20331254835725837,0,412
stockpile,attack_flow,43,0.3,0.23852485624336936,0.21599725039114187,0,412
stockpile,attack_flow,43,0.4,0.25398472060905863,0.2236527287561758,1,412
stockpile,attack_flow,43,0.5,0.24975725593773523,0.22353626763719187,0,412
stockpile,attack_flow,43,0.6,0.24507208004743244,0.222895092066063,0,412
stockpile,attack_flow,43,0.7,0.24628714360133053,0.22031718542782935,0,412
stockpile,attack_flow,43,0.8,0.24127197752304735,0.21820779196571277,0,412
stockpile,attack_flow,43,0.9,0.24024164722284175,0.21747901502221573,0,412
stockpile,attack_flow,43,1.0,0.24010145250687326,0.21719035476355755,0,412
