sample_id,source,campaign_id,prefix_len,prefix,raw_prefix,true_label,target_raw_id,flow_file
attack_flow::Black Basta Ransomware::0001,attack_flow,Black Basta Ransomware,1,"[""T1566""]","[""T1566.001""]",T1140,T1140,Black Basta Ransomware.afb
attack_flow::Black Basta Ransomware::0002,attack_flow,Black Basta Ransomware,2,"[""T1566"",""T1140""]","[""T1566.001"",""T1140""]",T1204,T1204.002,Black Basta Ransomware.afb
attack_flow::Black Basta Ransomware::0003,attack_flow,Black Basta Ransomware,3,"[""T1566"",""T1140"",""T1204""]","[""T1566.001"",""T1140"",""T1204.002""]",T1059,T1059.005,Black Basta Ransomware.afb
attack_flow::Black Basta Ransomware::0004,attack_flow,Black Basta Ransomware,4,"[""T1566"",""T1140"",""T1204"",""T1059""]","[""T1566.001"",""T1140"",""T1204.002"",""T1059.005""]",T1059,T1059.001,Black Basta Ransomware.afb
attack_flow::Black Basta Ransomware::0005,attack_flow,Black Basta Ransomware,5,"[""T1566"",""T1140"",""T1204"",""T1059"",""T1059""]","[""T1566.001"",""T1140"",""T1204.002"",""T1059.005"",""T1059.001""]",T1574,T1574.001,Black Basta Ransomware.afb
attack_flow::Black Basta Ransomware::0006,attack_flow,Black Basta Ransomware,6,"[""T1566"",""T1140"",""T1204"",""T1059"",""T1059"",""T1574""]","[""T1566.001"",""T1140"",""T1204.002"",""T1059.005"",""T1059.001"",""T1574.001""]",T1218,T1218.010,Black Basta Ransomware.afb
attack_flow::Black Basta Ransomware::0007,attack_flow,Black Basta Ransomware,7,"[""T1566"",""T1140"",""T1204"",""T1059"",""T1059"",""T1574"",""T1218""]","[""T1566.001"",""T1140"",""T1204.002"",""T1059.005"",""T1059.001"",""T1574.001"",""T1218.010""]",T1136,T1136,Black Basta Ransomware.afb
attack_flow::Black Basta Ransomware::0008,attack_flow,Black Basta Ransomware,8,"[""T1566"",""T1140"",""T1204"",""T1059"",""T1059"",""T1574"",""T1218"",""T1136""]","[""T1566.001"",""T1140"",""T1204.002"",""T1059.005"",""T1059.001"",""T1574.001"",""T1218.010"",""T1136""]",T1484,T1484.001,Black Basta Ransomware.afb
attack_flow::Black Basta Ransomware::0009,attack_flow,Black Basta Ransomware,9,"[""T1566"",""T1140"",""T1204"",""T1059"",""T1059"",""T1574"",""T1218"",""T1136"",""T1484""]","[""T1566.001"",""T1140"",""T1204.002"",""T1059.005"",""T1059.001"",""T1574.001"",""T1218.010"",""T1136"",""T1484.001""]",T1098,T1098,Black Basta Ransomware.afb
attack_flow::Black Basta Ransomware::0010,attack_flow,Black Basta Ransomware,10,"[""T1566"",""T1140"",""T1204"",""T1059"",""T1059"",""T1574"",""T1218"",""T1136"",""T1484"",""T1098""]","[""T1566.001"",""T1140"",""T1204.002"",""T1059.005"",""T1059.001"",""T1574.001"",""T1218.010"",""T1136"",""T1484.001"",""T1098""]",T1573,T1573,Black Basta Ransomware.afb
attack_flow::Black Basta Ransomware::0011,attack_flow,Black Basta Ransomware,11,"[""T1566"",""T1140"",""T1204"",""T1059"",""T1059"",""T1574"",""T1218"",""T1136"",""T1484"",""T1098"",""T1573""]","[""T1566.001"",""T1140"",""T1204.002"",""T1059.005"",""T1059.001"",""T1574.001"",""T1218.010"",""T1136"",""T1484.001"",""T1098"",""T1573""]",T1105,T1105,Black Basta Ransomware.afb
attack_flow::Black Basta Ransomware::0012,attack_flow,Black Basta Ransomware,12,"[""T1566"",""T1140"",""T1204"",""T1059"",""T1059"",""T1574"",""T1218"",""T1136"",""T1484"",""T1098"",""T1573"",""T1105""]","[""T1566.001"",""T1140"",""T1204.002"",""T1059.005"",""T1059.001"",""T1574.001"",""T1218.010"",""T1136"",""T1484.001"",""T1098"",""T1573"",""T1105""]",T1555,T1555,Black Basta Ransomware.afb
attack_flow::Black Basta Ransomware::0013,attack_flow,Black Basta Ransomware,13,"[""T1566"",""T1140"",""T1204"",""T1059"",""T1059"",""T1574"",""T1218"",""T1136"",""T1484"",""T1098"",""T1573"",""T1105"",""T1555""]","[""T1566.001"",""T1140"",""T1204.002"",""T1059.005"",""T1059.001"",""T1574.001"",""T1218.010"",""T1136"",""T1484.001"",""T1098"",""T1573"",""T1105"",""T1555""]",T1021,T1021.001,Black Basta Ransomware.afb
attack_flow::Black Basta Ransomware::0014,attack_flow,Black Basta Ransomware,14,"[""T1566"",""T1140"",""T1204"",""T1059"",""T1059"",""T1574"",""T1218"",""T1136"",""T1484"",""T1098"",""T1573"",""T1105"",""T1555"",""T1021""]","[""T1566.001"",""T1140"",""T1204.002"",""T1059.005"",""T1059.001"",""T1574.001"",""T1218.010"",""T1136"",""T1484.001"",""T1098"",""T1573"",""T1105"",""T1555"",""T1021.001""]",T1569,T1569.002,Black Basta Ransomware.afb
attack_flow::Black Basta Ransomware::0015,attack_flow,Black Basta Ransomware,15,"[""T1566"",""T1140"",""T1204"",""T1059"",""T1059"",""T1574"",""T1218"",""T1136"",""T1484"",""T1098"",""T1573"",""T1105"",""T1555"",""T1021"",""T1569""]","[""T1566.001"",""T1140"",""T1204.002"",""T1059.005"",""T1059.001"",""T1574.001"",""T1218.010"",""T1136"",""T1484.001"",""T1098"",""T1573"",""T1105"",""T1555"",""T1021.001"",""T1569.002""]",T1562,T1562.001,Black Basta Ransomware.afb
attack_flow::Black Basta Ransomware::0016,attack_flow,Black Basta Ransomware,16,"[""T1566"",""T1140"",""T1204"",""T1059"",""T1059"",""T1574"",""T1218"",""T1136"",""T1484"",""T1098"",""T1573"",""T1105"",""T1555"",""T1021"",""T1569"",""T1562""]","[""T1566.001"",""T1140"",""T1204.002"",""T1059.005"",""T1059.001"",""T1574.001"",""T1218.010"",""T1136"",""T1484.001"",""T1098"",""T1573"",""T1105"",""T1555"",""T1021.001"",""T1569.002"",""T1562.001""]",T1560,T1560.001,Black Basta Ransomware.afb
attack_flow::Black Basta Ransomware::0017,attack_flow,Black Basta Ransomware,17,"[""T1566"",""T1140"",""T1204"",""T1059"",""T1059"",""T1574"",""T1218"",""T1136"",""T1484"",""T1098"",""T1573"",""T1105"",""T1555"",""T1021"",""T1569"",""T1562"",""T1560""]","[""T1566.001"",""T1140"",""T1204.002"",""T1059.005"",""T1059.001"",""T1574.001"",""T1218.010"",""T1136"",""T1484.001"",""T1098"",""T1573"",""T1105"",""T1555"",""T1021.001"",""T1569.002"",""T1562.001"",""T1560.001""]",T1573,T1573,Black Basta Ransomware.afb
attack_flow::Black Basta Ransomware::0018,attack_flow,Black Basta Ransomware,18,"[""T1566"",""T1140"",""T1204"",""T1059"",""T1059"",""T1574"",""T1218"",""T1136"",""T1484"",""T1098"",""T1573"",""T1105"",""T1555"",""T1021"",""T1569"",""T1562"",""T1560"",""T1573""]","[""T1566.001"",""T1140"",""T1204.002"",""T1059.005"",""T1059.001"",""T1574.001"",""T1218.010"",""T1136"",""T1484.001"",""T1098"",""T1573"",""T1105"",""T1555"",""T1021.001"",""T1569.002"",""T1562.001"",""T1560.001"",""T1573""]",T1567,T1567,Black Basta Ransomware.afb
attack_flow::Black Basta Ransomware::0019,attack_flow,Black Basta Ransomware,19,"[""T1566"",""T1140"",""T1204"",""T1059"",""T1059"",""T1574"",""T1218"",""T1136"",""T1484"",""T1098"",""T1573"",""T1105"",""T1555"",""T1021"",""T1569"",""T1562"",""T1560"",""T1573"",""T1567""]","[""T1566.001"",""T1140"",""T1204.002"",""T1059.005"",""T1059.001"",""T1574.001"",""T1218.010"",""T1136"",""T1484.001"",""T1098"",""T1573"",""T1105"",""T1555"",""T1021.001"",""T1569.002"",""T1562.001"",""T1560.001"",""T1573"",""T1567""]",T1047,T1047,Black Basta Ransomware.afb
attack_flow::Black Basta Ransomware::0020,attack_flow,Black Basta Ransomware,20,"[""T1566"",""T1140"",""T1204"",""T1059"",""T1059"",""T1574"",""T1218"",""T1136"",""T1484"",""T1098"",""T1573"",""T1105"",""T1555"",""T1021"",""T1569"",""T1562"",""T1560"",""T1573"",""T1567"",""T1047""]","[""T1566.001"",""T1140"",""T1204.002"",""T1059.005"",""T1059.001"",""T1574.001"",""T1218.010"",""T1136"",""T1484.001"",""T1098"",""T1573"",""T1105"",""T1555"",""T1021.001"",""T1569.002"",""T1562.001"",""T1560.001"",""T1573"",""T1567"",""T1047""]",T1562,T1562.009,Black Basta Ransomware.afb
attack_flow::Black Basta Ransomware::0021,attack_flow,Black Basta Ransomware,21,"[""T1566"",""T1140"",""T1204"",""T1059"",""T1059"",""T1574"",""T1218"",""T1136"",""T1484"",""T1098"",""T1573"",""T1105"",""T1555"",""T1021"",""T1569"",""T1562"",""T1560"",""T1573"",""T1567"",""T1047"",""T1562""]","[""T1566.001"",""T1140"",""T1204.002"",""T1059.005"",""T1059.001"",""T1574.001"",""T1218.010"",""T1136"",""T1484.001"",""T1098"",""T1573"",""T1105"",""T1555"",""T1021.001"",""T1569.002"",""T1562.001"",""T1560.001"",""T1573"",""T1567"",""T1047"",""T1562.009""]",T1083,T1083,Black Basta Ransomware.afb
attack_flow::Black Basta Ransomware::0022,attack_flow,Black Basta Ransomware,22,"[""T1566"",""T1140"",""T1204"",""T1059"",""T1059"",""T1574"",""T1218"",""T1136"",""T1484"",""T1098"",""T1573"",""T1105"",""T1555"",""T1021"",""T1569"",""T1562"",""T1560"",""T1573"",""T1567"",""T1047"",""T1562"",""T1083""]","[""T1566.001"",""T1140"",""T1204.002"",""T1059.005"",""T1059.001"",""T1574.001"",""T1218.010"",""T1136"",""T1484.001"",""T1098"",""T1573"",""T1105"",""T1555"",""T1021.001"",""T1569.002"",""T1562.001"",""T1560.001"",""T1573"",""T1567"",""T1047"",""T1562.009"",""T1083""]",T1486,T1486,Black Basta Ransomware.afb
attack_flow::Black Basta Ransomware::0023,attack_flow,Black Basta Ransomware,23,"[""T1566"",""T1140"",""T1204"",""T1059"",""T1059"",""T1574"",""T1218"",""T1136"",""T1484"",""T1098"",""T1573"",""T1105"",""T1555"",""T1021"",""T1569"",""T1562"",""T1560"",""T1573"",""T1567"",""T1047"",""T1562"",""T1083"",""T1486""]","[""T1566.001"",""T1140"",""T1204.002"",""T1059.005"",""T1059.001"",""T1574.001"",""T1218.010"",""T1136"",""T1484.001"",""T1098"",""T1573"",""T1105"",""T1555"",""T1021.001"",""T1569.002"",""T1562.001"",""T1560.001"",""T1573"",""T1567"",""T1047"",""T1562.009"",""T1083"",""T1486""]",T1491,T1491.001,Black Basta Ransomware.afb
attack_flow::Black Basta Ransomware::0024,attack_flow,Black Basta Ransomware,24,"[""T1566"",""T1140"",""T1204"",""T1059"",""T1059"",""T1574"",""T1218"",""T1136"",""T1484"",""T1098"",""T1573"",""T1105"",""T1555"",""T1021"",""T1569"",""T1562"",""T1560"",""T1573"",""T1567"",""T1047"",""T1562"",""T1083"",""T1486"",""T1491""]","[""T1566.001"",""T1140"",""T1204.002"",""T1059.005"",""T1059.001"",""T1574.001"",""T1218.010"",""T1136"",""T1484.001"",""T1098"",""T1573"",""T1105"",""T1555"",""T1021.001"",""T1569.002"",""T1562.001"",""T1560.001"",""T1573"",""T1567"",""T1047"",""T1562.009"",""T1083"",""T1486"",""T1491.001""]",T1070,T1070.004,Black Basta Ransomware.afb
attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0001,attack_flow,CISA AA22-138B VMWare Workspace (Alt),1,"[""T1203""]","[""T1203""]",T1068,T1068,CISA AA22-138B VMWare Workspace (Alt).afb
attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0002,attack_flow,CISA AA22-138B VMWare Workspace (Alt),2,"[""T1203"",""T1068""]","[""T1203"",""T1068""]",T1059,T1059,CISA AA22-138B VMWare Workspace (Alt).afb
attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0003,attack_flow,CISA AA22-138B VMWare Workspace (Alt),3,"[""T1203"",""T1068"",""T1059""]","[""T1203"",""T1068"",""T1059""]",T1070,T1070,CISA AA22-138B VMWare Workspace (Alt).afb
attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0004,attack_flow,CISA AA22-138B VMWare Workspace (Alt),4,"[""T1203"",""T1068"",""T1059"",""T1070""]","[""T1203"",""T1068"",""T1059"",""T1070""]",T1560,T1560.001,CISA AA22-138B VMWare Workspace (Alt).afb
attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0005,attack_flow,CISA AA22-138B VMWare Workspace (Alt),5,"[""T1203"",""T1068"",""T1059"",""T1070"",""T1560""]","[""T1203"",""T1068"",""T1059"",""T1070"",""T1560.001""]",T1105,T1105,CISA AA22-138B VMWare Workspace (Alt).afb
attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0006,attack_flow,CISA AA22-138B VMWare Workspace (Alt),6,"[""T1203"",""T1068"",""T1059"",""T1070"",""T1560"",""T1105""]","[""T1203"",""T1068"",""T1059"",""T1070"",""T1560.001"",""T1105""]",T1083,T1083,CISA AA22-138B VMWare Workspace (Alt).afb
attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0007,attack_flow,CISA AA22-138B VMWare Workspace (Alt),7,"[""T1203"",""T1068"",""T1059"",""T1070"",""T1560"",""T1105"",""T1083""]","[""T1203"",""T1068"",""T1059"",""T1070"",""T1560.001"",""T1105"",""T1083""]",T1105,T1105,CISA AA22-138B VMWare Workspace (Alt).afb
attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0008,attack_flow,CISA AA22-138B VMWare Workspace (Alt),8,"[""T1203"",""T1068"",""T1059"",""T1070"",""T1560"",""T1105"",""T1083"",""T1105""]","[""T1203"",""T1068"",""T1059"",""T1070"",""T1560.001"",""T1105"",""T1083"",""T1105""]",T1070,T1070,CISA AA22-138B VMWare Workspace (Alt).afb
attack_flow::CISA AA22-138B VMWare Workspace (TA1)::0001,attack_flow,CISA AA22-138B VMWare Workspace (TA1),1,"[""T1071""]","[""T1071.001""]",T1203,T1203,CISA AA22-138B VMWare Workspace (TA1).afb
attack_flow::CISA AA22-138B VMWare Workspace (TA1)::0002,attack_flow,CISA AA22-138B VMWare Workspace (TA1),2,"[""T1071"",""T1203""]","[""T1071.001"",""T1203""]",T1105,T1105,CISA AA22-138B VMWare Workspace (TA1).afb
attack_flow::CISA AA22-138B VMWare Workspace (TA1)::0003,attack_flow,CISA AA22-138B VMWare Workspace (TA1),3,"[""T1071"",""T1203"",""T1105""]","[""T1071.001"",""T1203"",""T1105""]",T1068,T1068,CISA AA22-138B VMWare Workspace (TA1).afb
attack_flow::CISA AA22-138B VMWare Workspace (TA1)::0004,attack_flow,CISA AA22-138B VMWare Workspace (TA1),4,"[""T1071"",""T1203"",""T1105"",""T1068""]","[""T1071.001"",""T1203"",""T1105"",""T1068""]",T1119,T1119,CISA AA22-138B VMWare Workspace (TA1).afb
attack_flow::CISA AA22-138B VMWare Workspace (TA1)::0005,attack_flow,CISA AA22-138B VMWare Workspace (TA1),5,"[""T1071"",""T1203"",""T1105"",""T1068"",""T1119""]","[""T1071.001"",""T1203"",""T1105"",""T1068"",""T1119""]",T1560,T1560.001,CISA AA22-138B VMWare Workspace (TA1).afb
attack_flow::CISA AA22-138B VMWare Workspace (TA1)::0006,attack_flow,CISA AA22-138B VMWare Workspace (TA1),6,"[""T1071"",""T1203"",""T1105"",""T1068"",""T1119"",""T1560""]","[""T1071.001"",""T1203"",""T1105"",""T1068"",""T1119"",""T1560.001""]",T1070,T1070,CISA AA22-138B VMWare Workspace (TA1).afb
attack_flow::CISA AA22-138B VMWare Workspace (TA1)::0007,attack_flow,CISA AA22-138B VMWare Workspace (TA1),7,"[""T1071"",""T1203"",""T1105"",""T1068"",""T1119"",""T1560"",""T1070""]","[""T1071.001"",""T1203"",""T1105"",""T1068"",""T1119"",""T1560.001"",""T1070""]",T1071,T1071.001,CISA AA22-138B VMWare Workspace (TA1).afb
attack_flow::CISA AA22-138B VMWare Workspace (TA1)::0008,attack_flow,CISA AA22-138B VMWare Workspace (TA1),8,"[""T1071"",""T1203"",""T1105"",""T1068"",""T1119"",""T1560"",""T1070"",""T1071""]","[""T1071.001"",""T1203"",""T1105"",""T1068"",""T1119"",""T1560.001"",""T1070"",""T1071.001""]",T1041,T1041,CISA AA22-138B VMWare Workspace (TA1).afb
attack_flow::CISA AA22-138B VMWare Workspace (TA2)::0001,attack_flow,CISA AA22-138B VMWare Workspace (TA2),1,"[""T1071""]","[""T1071.001""]",T1105,T1105,CISA AA22-138B VMWare Workspace (TA2).afb
attack_flow::CISA AA22-138B VMWare Workspace (TA2)::0002,attack_flow,CISA AA22-138B VMWare Workspace (TA2),2,"[""T1071"",""T1105""]","[""T1071.001"",""T1105""]",T1105,T1105,CISA AA22-138B VMWare Workspace (TA2).afb
attack_flow::CISA AA22-138B VMWare Workspace (TA2)::0003,attack_flow,CISA AA22-138B VMWare Workspace (TA2),3,"[""T1071"",""T1105"",""T1105""]","[""T1071.001"",""T1105"",""T1105""]",T1059,T1059.004,CISA AA22-138B VMWare Workspace (TA2).afb
attack_flow::CISA AA22-138B VMWare Workspace (TA2)::0004,attack_flow,CISA AA22-138B VMWare Workspace (TA2),4,"[""T1071"",""T1105"",""T1105"",""T1059""]","[""T1071.001"",""T1105"",""T1105"",""T1059.004""]",T1003,T1003.008,CISA AA22-138B VMWare Workspace (TA2).afb
attack_flow::CISA AA22-138B VMWare Workspace (TA2)::0005,attack_flow,CISA AA22-138B VMWare Workspace (TA2),5,"[""T1071"",""T1105"",""T1105"",""T1059"",""T1003""]","[""T1071.001"",""T1105"",""T1105"",""T1059.004"",""T1003.008""]",T1105,T1105,CISA AA22-138B VMWare Workspace (TA2).afb
attack_flow::CISA AA22-138B VMWare Workspace (TA2)::0006,attack_flow,CISA AA22-138B VMWare Workspace (TA2),6,"[""T1071"",""T1105"",""T1105"",""T1059"",""T1003"",""T1105""]","[""T1071.001"",""T1105"",""T1105"",""T1059.004"",""T1003.008"",""T1105""]",T1573,T1573.001,CISA AA22-138B VMWare Workspace (TA2).afb
attack_flow::CISA AA22-138B VMWare Workspace (TA2)::0007,attack_flow,CISA AA22-138B VMWare Workspace (TA2),7,"[""T1071"",""T1105"",""T1105"",""T1059"",""T1003"",""T1105"",""T1573""]","[""T1071.001"",""T1105"",""T1105"",""T1059.004"",""T1003.008"",""T1105"",""T1573.001""]",T1105,T1105,CISA AA22-138B VMWare Workspace (TA2).afb
attack_flow::CISA AA22-138B VMWare Workspace (TA2)::0008,attack_flow,CISA AA22-138B VMWare Workspace (TA2),8,"[""T1071"",""T1105"",""T1105"",""T1059"",""T1003"",""T1105"",""T1573"",""T1105""]","[""T1071.001"",""T1105"",""T1105"",""T1059.004"",""T1003.008"",""T1105"",""T1573.001"",""T1105""]",T1090,T1090,CISA AA22-138B VMWare Workspace (TA2).afb
attack_flow::CISA AA22-138B VMWare Workspace (TA2)::0009,attack_flow,CISA AA22-138B VMWare Workspace (TA2),9,"[""T1071"",""T1105"",""T1105"",""T1059"",""T1003"",""T1105"",""T1573"",""T1105"",""T1090""]","[""T1071.001"",""T1105"",""T1105"",""T1059.004"",""T1003.008"",""T1105"",""T1573.001"",""T1105"",""T1090""]",T1222,T1222.002,CISA AA22-138B VMWare Workspace (TA2).afb
attack_flow::CISA AA22-138B VMWare Workspace (TA2)::0010,attack_flow,CISA AA22-138B VMWare Workspace (TA2),10,"[""T1071"",""T1105"",""T1105"",""T1059"",""T1003"",""T1105"",""T1573"",""T1105"",""T1090"",""T1222""]","[""T1071.001"",""T1105"",""T1105"",""T1059.004"",""T1003.008"",""T1105"",""T1573.001"",""T1105"",""T1090"",""T1222.002""]",T1105,T1105,CISA AA22-138B VMWare Workspace (TA2).afb
attack_flow::CISA Iranian APT::0001,attack_flow,CISA Iranian APT,1,"[""T1190""]","[""T1190""]",T1059,T1059.001,CISA Iranian APT.afb
attack_flow::CISA Iranian APT::0002,attack_flow,CISA Iranian APT,2,"[""T1190"",""T1059""]","[""T1190"",""T1059.001""]",T1562,T1562.001,CISA Iranian APT.afb
attack_flow::CISA Iranian APT::0003,attack_flow,CISA Iranian APT,3,"[""T1190"",""T1059"",""T1562""]","[""T1190"",""T1059.001"",""T1562.001""]",T1105,T1105,CISA Iranian APT.afb
attack_flow::CISA Iranian APT::0004,attack_flow,CISA Iranian APT,4,"[""T1190"",""T1059"",""T1562"",""T1105""]","[""T1190"",""T1059.001"",""T1562.001"",""T1105""]",T1105,T1105,CISA Iranian APT.afb
attack_flow::CISA Iranian APT::0005,attack_flow,CISA Iranian APT,5,"[""T1190"",""T1059"",""T1562"",""T1105"",""T1105""]","[""T1190"",""T1059.001"",""T1562.001"",""T1105"",""T1105""]",T1070,T1070.004,CISA Iranian APT.afb
attack_flow::CISA Iranian APT::0006,attack_flow,CISA Iranian APT,6,"[""T1190"",""T1059"",""T1562"",""T1105"",""T1105"",""T1070""]","[""T1190"",""T1059.001"",""T1562.001"",""T1105"",""T1105"",""T1070.004""]",T1136,T1136.001,CISA Iranian APT.afb
attack_flow::CISA Iranian APT::0007,attack_flow,CISA Iranian APT,7,"[""T1190"",""T1059"",""T1562"",""T1105"",""T1105"",""T1070"",""T1136""]","[""T1190"",""T1059.001"",""T1562.001"",""T1105"",""T1105"",""T1070.004"",""T1136.001""]",T1016,T1016.001,CISA Iranian APT.afb
attack_flow::CISA Iranian APT::0008,attack_flow,CISA Iranian APT,8,"[""T1190"",""T1059"",""T1562"",""T1105"",""T1105"",""T1070"",""T1136"",""T1016""]","[""T1190"",""T1059.001"",""T1562.001"",""T1105"",""T1105"",""T1070.004"",""T1136.001"",""T1016.001""]",T1053,T1053.005,CISA Iranian APT.afb
attack_flow::CISA Iranian APT::0009,attack_flow,CISA Iranian APT,9,"[""T1190"",""T1059"",""T1562"",""T1105"",""T1105"",""T1070"",""T1136"",""T1016"",""T1053""]","[""T1190"",""T1059.001"",""T1562.001"",""T1105"",""T1105"",""T1070.004"",""T1136.001"",""T1016.001"",""T1053.005""]",T1021,T1021.001,CISA Iranian APT.afb
attack_flow::CISA Iranian APT::0010,attack_flow,CISA Iranian APT,10,"[""T1190"",""T1059"",""T1562"",""T1105"",""T1105"",""T1070"",""T1136"",""T1016"",""T1053"",""T1021""]","[""T1190"",""T1059.001"",""T1562.001"",""T1105"",""T1105"",""T1070.004"",""T1136.001"",""T1016.001"",""T1053.005"",""T1021.001""]",T1078,T1078.001,CISA Iranian APT.afb
attack_flow::CISA Iranian APT::0011,attack_flow,CISA Iranian APT,11,"[""T1190"",""T1059"",""T1562"",""T1105"",""T1105"",""T1070"",""T1136"",""T1016"",""T1053"",""T1021"",""T1078""]","[""T1190"",""T1059.001"",""T1562.001"",""T1105"",""T1105"",""T1070.004"",""T1136.001"",""T1016.001"",""T1053.005"",""T1021.001"",""T1078.001""]",T1105,T1105,CISA Iranian APT.afb
attack_flow::CISA Iranian APT::0012,attack_flow,CISA Iranian APT,12,"[""T1190"",""T1059"",""T1562"",""T1105"",""T1105"",""T1070"",""T1136"",""T1016"",""T1053"",""T1021"",""T1078"",""T1105""]","[""T1190"",""T1059.001"",""T1562.001"",""T1105"",""T1105"",""T1070.004"",""T1136.001"",""T1016.001"",""T1053.005"",""T1021.001"",""T1078.001"",""T1105""]",T1136,T1136.002,CISA Iranian APT.afb
attack_flow::CISA Iranian APT::0013,attack_flow,CISA Iranian APT,13,"[""T1190"",""T1059"",""T1562"",""T1105"",""T1105"",""T1070"",""T1136"",""T1016"",""T1053"",""T1021"",""T1078"",""T1105"",""T1136""]","[""T1190"",""T1059.001"",""T1562.001"",""T1105"",""T1105"",""T1070.004"",""T1136.001"",""T1016.001"",""T1053.005"",""T1021.001"",""T1078.001"",""T1105"",""T1136.002""]",T1021,T1021.001,CISA Iranian APT.afb
attack_flow::CISA Iranian APT::0014,attack_flow,CISA Iranian APT,14,"[""T1190"",""T1059"",""T1562"",""T1105"",""T1105"",""T1070"",""T1136"",""T1016"",""T1053"",""T1021"",""T1078"",""T1105"",""T1136"",""T1021""]","[""T1190"",""T1059.001"",""T1562.001"",""T1105"",""T1105"",""T1070.004"",""T1136.001"",""T1016.001"",""T1053.005"",""T1021.001"",""T1078.001"",""T1105"",""T1136.002"",""T1021.001""]",T1562,T1562.001,CISA Iranian APT.afb
attack_flow::CISA Iranian APT::0015,attack_flow,CISA Iranian APT,15,"[""T1190"",""T1059"",""T1562"",""T1105"",""T1105"",""T1070"",""T1136"",""T1016"",""T1053"",""T1021"",""T1078"",""T1105"",""T1136"",""T1021"",""T1562""]","[""T1190"",""T1059.001"",""T1562.001"",""T1105"",""T1105"",""T1070.004"",""T1136.001"",""T1016.001"",""T1053.005"",""T1021.001"",""T1078.001"",""T1105"",""T1136.002"",""T1021.001"",""T1562.001""]",T1570,T1570,CISA Iranian APT.afb
attack_flow::CISA Iranian APT::0016,attack_flow,CISA Iranian APT,16,"[""T1190"",""T1059"",""T1562"",""T1105"",""T1105"",""T1070"",""T1136"",""T1016"",""T1053"",""T1021"",""T1078"",""T1105"",""T1136"",""T1021"",""T1562"",""T1570""]","[""T1190"",""T1059.001"",""T1562.001"",""T1105"",""T1105"",""T1070.004"",""T1136.001"",""T1016.001"",""T1053.005"",""T1021.001"",""T1078.001"",""T1105"",""T1136.002"",""T1021.001"",""T1562.001"",""T1570""]",T1090,T1090,CISA Iranian APT.afb
attack_flow::CISA Iranian APT::0017,attack_flow,CISA Iranian APT,17,"[""T1190"",""T1059"",""T1562"",""T1105"",""T1105"",""T1070"",""T1136"",""T1016"",""T1053"",""T1021"",""T1078"",""T1105"",""T1136"",""T1021"",""T1562"",""T1570"",""T1090""]","[""T1190"",""T1059.001"",""T1562.001"",""T1105"",""T1105"",""T1070.004"",""T1136.001"",""T1016.001"",""T1053.005"",""T1021.001"",""T1078.001"",""T1105"",""T1136.002"",""T1021.001"",""T1562.001"",""T1570"",""T1090""]",T1021,T1021.001,CISA Iranian APT.afb
attack_flow::CISA Iranian APT::0018,attack_flow,CISA Iranian APT,18,"[""T1190"",""T1059"",""T1562"",""T1105"",""T1105"",""T1070"",""T1136"",""T1016"",""T1053"",""T1021"",""T1078"",""T1105"",""T1136"",""T1021"",""T1562"",""T1570"",""T1090"",""T1021""]","[""T1190"",""T1059.001"",""T1562.001"",""T1105"",""T1105"",""T1070.004"",""T1136.001"",""T1016.001"",""T1053.005"",""T1021.001"",""T1078.001"",""T1105"",""T1136.002"",""T1021.001"",""T1562.001"",""T1570"",""T1090"",""T1021.001""]",T1059,T1059.001,CISA Iranian APT.afb
attack_flow::CISA Iranian APT::0019,attack_flow,CISA Iranian APT,19,"[""T1190"",""T1059"",""T1562"",""T1105"",""T1105"",""T1070"",""T1136"",""T1016"",""T1053"",""T1021"",""T1078"",""T1105"",""T1136"",""T1021"",""T1562"",""T1570"",""T1090"",""T1021"",""T1059""]","[""T1190"",""T1059.001"",""T1562.001"",""T1105"",""T1105"",""T1070.004"",""T1136.001"",""T1016.001"",""T1053.005"",""T1021.001"",""T1078.001"",""T1105"",""T1136.002"",""T1021.001"",""T1562.001"",""T1570"",""T1090"",""T1021.001"",""T1059.001""]",T1018,T1018,CISA Iranian APT.afb
attack_flow::CISA Iranian APT::0020,attack_flow,CISA Iranian APT,20,"[""T1190"",""T1059"",""T1562"",""T1105"",""T1105"",""T1070"",""T1136"",""T1016"",""T1053"",""T1021"",""T1078"",""T1105"",""T1136"",""T1021"",""T1562"",""T1570"",""T1090"",""T1021"",""T1059"",""T1018""]","[""T1190"",""T1059.001"",""T1562.001"",""T1105"",""T1105"",""T1070.004"",""T1136.001"",""T1016.001"",""T1053.005"",""T1021.001"",""T1078.001"",""T1105"",""T1136.002"",""T1021.001"",""T1562.001"",""T1570"",""T1090"",""T1021.001"",""T1059.001"",""T1018""]",T1098,T1098,CISA Iranian APT.afb
