sample_id,source,campaign_id,prefix_len,prefix,raw_prefix,true_label,target_raw_id,flow_file
attack_flow::Ragnar Locker::0006,attack_flow,Ragnar Locker,6,"[""T1110"",""T1546"",""T1484"",""T1218"",""T1105"",""T1105""]","[""T1110"",""T1546.015"",""T1484.001"",""T1218.007"",""T1105"",""T1105""]",T1489,T1489,Ragnar Locker.afb
attack_flow::Ragnar Locker::0007,attack_flow,Ragnar Locker,7,"[""T1110"",""T1546"",""T1484"",""T1218"",""T1105"",""T1105"",""T1489""]","[""T1110"",""T1546.015"",""T1484.001"",""T1218.007"",""T1105"",""T1105"",""T1489""]",T1614,T1614.001,Ragnar Locker.afb
attack_flow::Ragnar Locker::0008,attack_flow,Ragnar Locker,8,"[""T1110"",""T1546"",""T1484"",""T1218"",""T1105"",""T1105"",""T1489"",""T1614""]","[""T1110"",""T1546.015"",""T1484.001"",""T1218.007"",""T1105"",""T1105"",""T1489"",""T1614.001""]",T1564,T1564.006,Ragnar Locker.afb
attack_flow::Ragnar Locker::0009,attack_flow,Ragnar Locker,9,"[""T1110"",""T1546"",""T1484"",""T1218"",""T1105"",""T1105"",""T1489"",""T1614"",""T1564""]","[""T1110"",""T1546.015"",""T1484.001"",""T1218.007"",""T1105"",""T1105"",""T1489"",""T1614.001"",""T1564.006""]",T1120,T1120,Ragnar Locker.afb
attack_flow::Ragnar Locker::0010,attack_flow,Ragnar Locker,10,"[""T1110"",""T1546"",""T1484"",""T1218"",""T1105"",""T1105"",""T1489"",""T1614"",""T1564"",""T1120""]","[""T1110"",""T1546.015"",""T1484.001"",""T1218.007"",""T1105"",""T1105"",""T1489"",""T1614.001"",""T1564.006"",""T1120""]",T1567,T1567,Ragnar Locker.afb
attack_flow::Ragnar Locker::0011,attack_flow,Ragnar Locker,11,"[""T1110"",""T1546"",""T1484"",""T1218"",""T1105"",""T1105"",""T1489"",""T1614"",""T1564"",""T1120"",""T1567""]","[""T1110"",""T1546.015"",""T1484.001"",""T1218.007"",""T1105"",""T1105"",""T1489"",""T1614.001"",""T1564.006"",""T1120"",""T1567""]",T1027,T1027,Ragnar Locker.afb
attack_flow::Ragnar Locker::0012,attack_flow,Ragnar Locker,12,"[""T1110"",""T1546"",""T1484"",""T1218"",""T1105"",""T1105"",""T1489"",""T1614"",""T1564"",""T1120"",""T1567"",""T1027""]","[""T1110"",""T1546.015"",""T1484.001"",""T1218.007"",""T1105"",""T1105"",""T1489"",""T1614.001"",""T1564.006"",""T1120"",""T1567"",""T1027""]",T1486,T1486,Ragnar Locker.afb
attack_flow::SWIFT Heist::0001,attack_flow,SWIFT Heist,1,"[""T1566""]","[""T1566.001""]",T1078,T1078,SWIFT Heist.afb
attack_flow::SWIFT Heist::0002,attack_flow,SWIFT Heist,2,"[""T1566"",""T1078""]","[""T1566.001"",""T1078""]",T1105,T1105,SWIFT Heist.afb
attack_flow::SWIFT Heist::0003,attack_flow,SWIFT Heist,3,"[""T1566"",""T1078"",""T1105""]","[""T1566.001"",""T1078"",""T1105""]",T1070,T1070.004,SWIFT Heist.afb
attack_flow::SWIFT Heist::0004,attack_flow,SWIFT Heist,4,"[""T1566"",""T1078"",""T1105"",""T1070""]","[""T1566.001"",""T1078"",""T1105"",""T1070.004""]",T1562,T1562.001,SWIFT Heist.afb
attack_flow::SearchAwesome Adware::0001,attack_flow,SearchAwesome Adware,1,"[""T1204""]","[""T1204.002""]",T1105,T1105,SearchAwesome Adware.afb
attack_flow::SearchAwesome Adware::0002,attack_flow,SearchAwesome Adware,2,"[""T1204"",""T1105""]","[""T1204.002"",""T1105""]",T1553,T1553.004,SearchAwesome Adware.afb
attack_flow::SearchAwesome Adware::0003,attack_flow,SearchAwesome Adware,3,"[""T1204"",""T1105"",""T1553""]","[""T1204.002"",""T1105"",""T1553.004""]",T1557,T1557,SearchAwesome Adware.afb
attack_flow::SearchAwesome Adware::0004,attack_flow,SearchAwesome Adware,4,"[""T1204"",""T1105"",""T1553"",""T1557""]","[""T1204.002"",""T1105"",""T1553.004"",""T1557""]",T1553,T1553,SearchAwesome Adware.afb
attack_flow::SearchAwesome Adware::0005,attack_flow,SearchAwesome Adware,5,"[""T1204"",""T1105"",""T1553"",""T1557"",""T1553""]","[""T1204.002"",""T1105"",""T1553.004"",""T1557"",""T1553""]",T1105,T1105,SearchAwesome Adware.afb
attack_flow::SearchAwesome Adware::0006,attack_flow,SearchAwesome Adware,6,"[""T1204"",""T1105"",""T1553"",""T1557"",""T1553"",""T1105""]","[""T1204.002"",""T1105"",""T1553.004"",""T1557"",""T1553"",""T1105""]",T1090,T1090,SearchAwesome Adware.afb
attack_flow::SearchAwesome Adware::0007,attack_flow,SearchAwesome Adware,7,"[""T1204"",""T1105"",""T1553"",""T1557"",""T1553"",""T1105"",""T1090""]","[""T1204.002"",""T1105"",""T1553.004"",""T1557"",""T1553"",""T1105"",""T1090""]",T1583,T1583.008,SearchAwesome Adware.afb
attack_flow::SearchAwesome Adware::0008,attack_flow,SearchAwesome Adware,8,"[""T1204"",""T1105"",""T1553"",""T1557"",""T1553"",""T1105"",""T1090"",""T1583""]","[""T1204.002"",""T1105"",""T1553.004"",""T1557"",""T1553"",""T1105"",""T1090"",""T1583.008""]",T1059,T1059,SearchAwesome Adware.afb
attack_flow::SearchAwesome Adware::0009,attack_flow,SearchAwesome Adware,9,"[""T1204"",""T1105"",""T1553"",""T1557"",""T1553"",""T1105"",""T1090"",""T1583"",""T1059""]","[""T1204.002"",""T1105"",""T1553.004"",""T1557"",""T1553"",""T1105"",""T1090"",""T1583.008"",""T1059""]",T1185,T1185,SearchAwesome Adware.afb
attack_flow::SearchAwesome Adware::0010,attack_flow,SearchAwesome Adware,10,"[""T1204"",""T1105"",""T1553"",""T1557"",""T1553"",""T1105"",""T1090"",""T1583"",""T1059"",""T1185""]","[""T1204.002"",""T1105"",""T1553.004"",""T1557"",""T1553"",""T1105"",""T1090"",""T1583.008"",""T1059"",""T1185""]",T1070,T1070.004,SearchAwesome Adware.afb
attack_flow::Shamoon::0001,attack_flow,Shamoon,1,"[""T1105""]","[""T1105""]",T1027,T1027.009,Shamoon.afb
attack_flow::Shamoon::0002,attack_flow,Shamoon,2,"[""T1105"",""T1027""]","[""T1105"",""T1027.009""]",T1140,T1140,Shamoon.afb
attack_flow::Shamoon::0003,attack_flow,Shamoon,3,"[""T1105"",""T1027"",""T1140""]","[""T1105"",""T1027.009"",""T1140""]",T1082,T1082,Shamoon.afb
attack_flow::Shamoon::0004,attack_flow,Shamoon,4,"[""T1105"",""T1027"",""T1140"",""T1082""]","[""T1105"",""T1027.009"",""T1140"",""T1082""]",T1105,T1105,Shamoon.afb
attack_flow::Shamoon::0005,attack_flow,Shamoon,5,"[""T1105"",""T1027"",""T1140"",""T1082"",""T1105""]","[""T1105"",""T1027.009"",""T1140"",""T1082"",""T1105""]",T1569,T1569,Shamoon.afb
attack_flow::Shamoon::0006,attack_flow,Shamoon,6,"[""T1105"",""T1027"",""T1140"",""T1082"",""T1105"",""T1569""]","[""T1105"",""T1027.009"",""T1140"",""T1082"",""T1105"",""T1569""]",T1112,T1112,Shamoon.afb
attack_flow::Shamoon::0007,attack_flow,Shamoon,7,"[""T1105"",""T1027"",""T1140"",""T1082"",""T1105"",""T1569"",""T1112""]","[""T1105"",""T1027.009"",""T1140"",""T1082"",""T1105"",""T1569"",""T1112""]",T1135,T1135,Shamoon.afb
attack_flow::Shamoon::0008,attack_flow,Shamoon,8,"[""T1105"",""T1027"",""T1140"",""T1082"",""T1105"",""T1569"",""T1112"",""T1135""]","[""T1105"",""T1027.009"",""T1140"",""T1082"",""T1105"",""T1569"",""T1112"",""T1135""]",T1007,T1007,Shamoon.afb
attack_flow::Shamoon::0009,attack_flow,Shamoon,9,"[""T1105"",""T1027"",""T1140"",""T1082"",""T1105"",""T1569"",""T1112"",""T1135"",""T1007""]","[""T1105"",""T1027.009"",""T1140"",""T1082"",""T1105"",""T1569"",""T1112"",""T1135"",""T1007""]",T1140,T1140,Shamoon.afb
attack_flow::Shamoon::0010,attack_flow,Shamoon,10,"[""T1105"",""T1027"",""T1140"",""T1082"",""T1105"",""T1569"",""T1112"",""T1135"",""T1007"",""T1140""]","[""T1105"",""T1027.009"",""T1140"",""T1082"",""T1105"",""T1569"",""T1112"",""T1135"",""T1007"",""T1140""]",T1070,T1070.006,Shamoon.afb
attack_flow::Shamoon::0011,attack_flow,Shamoon,11,"[""T1105"",""T1027"",""T1140"",""T1082"",""T1105"",""T1569"",""T1112"",""T1135"",""T1007"",""T1140"",""T1070""]","[""T1105"",""T1027.009"",""T1140"",""T1082"",""T1105"",""T1569"",""T1112"",""T1135"",""T1007"",""T1140"",""T1070.006""]",T1134,T1134.001,Shamoon.afb
attack_flow::Shamoon::0012,attack_flow,Shamoon,12,"[""T1105"",""T1027"",""T1140"",""T1082"",""T1105"",""T1569"",""T1112"",""T1135"",""T1007"",""T1140"",""T1070"",""T1134""]","[""T1105"",""T1027.009"",""T1140"",""T1082"",""T1105"",""T1569"",""T1112"",""T1135"",""T1007"",""T1140"",""T1070.006"",""T1134.001""]",T1543,T1543.003,Shamoon.afb
attack_flow::Shamoon::0013,attack_flow,Shamoon,13,"[""T1105"",""T1027"",""T1140"",""T1082"",""T1105"",""T1569"",""T1112"",""T1135"",""T1007"",""T1140"",""T1070"",""T1134"",""T1543""]","[""T1105"",""T1027.009"",""T1140"",""T1082"",""T1105"",""T1569"",""T1112"",""T1135"",""T1007"",""T1140"",""T1070.006"",""T1134.001"",""T1543.003""]",T1105,T1105,Shamoon.afb
attack_flow::Shamoon::0014,attack_flow,Shamoon,14,"[""T1105"",""T1027"",""T1140"",""T1082"",""T1105"",""T1569"",""T1112"",""T1135"",""T1007"",""T1140"",""T1070"",""T1134"",""T1543"",""T1105""]","[""T1105"",""T1027.009"",""T1140"",""T1082"",""T1105"",""T1569"",""T1112"",""T1135"",""T1007"",""T1140"",""T1070.006"",""T1134.001"",""T1543.003"",""T1105""]",T1027,T1027.009,Shamoon.afb
attack_flow::Shamoon::0015,attack_flow,Shamoon,15,"[""T1105"",""T1027"",""T1140"",""T1082"",""T1105"",""T1569"",""T1112"",""T1135"",""T1007"",""T1140"",""T1070"",""T1134"",""T1543"",""T1105"",""T1027""]","[""T1105"",""T1027.009"",""T1140"",""T1082"",""T1105"",""T1569"",""T1112"",""T1135"",""T1007"",""T1140"",""T1070.006"",""T1134.001"",""T1543.003"",""T1105"",""T1027.009""]",T1140,T1140,Shamoon.afb
attack_flow::Shamoon::0016,attack_flow,Shamoon,16,"[""T1105"",""T1027"",""T1140"",""T1082"",""T1105"",""T1569"",""T1112"",""T1135"",""T1007"",""T1140"",""T1070"",""T1134"",""T1543"",""T1105"",""T1027"",""T1140""]","[""T1105"",""T1027.009"",""T1140"",""T1082"",""T1105"",""T1569"",""T1112"",""T1135"",""T1007"",""T1140"",""T1070.006"",""T1134.001"",""T1543.003"",""T1105"",""T1027.009"",""T1140""]",T1543,T1543.003,Shamoon.afb
attack_flow::Shamoon::0017,attack_flow,Shamoon,17,"[""T1105"",""T1027"",""T1140"",""T1082"",""T1105"",""T1569"",""T1112"",""T1135"",""T1007"",""T1140"",""T1070"",""T1134"",""T1543"",""T1105"",""T1027"",""T1140"",""T1543""]","[""T1105"",""T1027.009"",""T1140"",""T1082"",""T1105"",""T1569"",""T1112"",""T1135"",""T1007"",""T1140"",""T1070.006"",""T1134.001"",""T1543.003"",""T1105"",""T1027.009"",""T1140"",""T1543.003""]",T1561,T1561,Shamoon.afb
attack_flow::Shamoon::0018,attack_flow,Shamoon,18,"[""T1105"",""T1027"",""T1140"",""T1082"",""T1105"",""T1569"",""T1112"",""T1135"",""T1007"",""T1140"",""T1070"",""T1134"",""T1543"",""T1105"",""T1027"",""T1140"",""T1543"",""T1561""]","[""T1105"",""T1027.009"",""T1140"",""T1082"",""T1105"",""T1569"",""T1112"",""T1135"",""T1007"",""T1140"",""T1070.006"",""T1134.001"",""T1543.003"",""T1105"",""T1027.009"",""T1140"",""T1543.003"",""T1561""]",T1529,T1529,Shamoon.afb
attack_flow::SolarWinds::0001,attack_flow,SolarWinds,1,"[""T1587""]","[""T1587.001""]",T1195,T1195.002,SolarWinds.afb
attack_flow::SolarWinds::0002,attack_flow,SolarWinds,2,"[""T1587"",""T1195""]","[""T1587.001"",""T1195.002""]",T1569,T1569.002,SolarWinds.afb
attack_flow::SolarWinds::0003,attack_flow,SolarWinds,3,"[""T1587"",""T1195"",""T1569""]","[""T1587.001"",""T1195.002"",""T1569.002""]",T1497,T1497.003,SolarWinds.afb
attack_flow::SolarWinds::0004,attack_flow,SolarWinds,4,"[""T1587"",""T1195"",""T1569"",""T1497""]","[""T1587.001"",""T1195.002"",""T1569.002"",""T1497.003""]",T1057,T1057,SolarWinds.afb
attack_flow::SolarWinds::0005,attack_flow,SolarWinds,5,"[""T1587"",""T1195"",""T1569"",""T1497"",""T1057""]","[""T1587.001"",""T1195.002"",""T1569.002"",""T1497.003"",""T1057""]",T1568,T1568.002,SolarWinds.afb
attack_flow::SolarWinds::0006,attack_flow,SolarWinds,6,"[""T1587"",""T1195"",""T1569"",""T1497"",""T1057"",""T1568""]","[""T1587.001"",""T1195.002"",""T1569.002"",""T1497.003"",""T1057"",""T1568.002""]",T1132,T1132,SolarWinds.afb
attack_flow::SolarWinds::0007,attack_flow,SolarWinds,7,"[""T1587"",""T1195"",""T1569"",""T1497"",""T1057"",""T1568"",""T1132""]","[""T1587.001"",""T1195.002"",""T1569.002"",""T1497.003"",""T1057"",""T1568.002"",""T1132""]",T1562,T1562.004,SolarWinds.afb
attack_flow::SolarWinds::0008,attack_flow,SolarWinds,8,"[""T1587"",""T1195"",""T1569"",""T1497"",""T1057"",""T1568"",""T1132"",""T1562""]","[""T1587.001"",""T1195.002"",""T1569.002"",""T1497.003"",""T1057"",""T1568.002"",""T1132"",""T1562.004""]",T1558,T1558.003,SolarWinds.afb
attack_flow::SolarWinds::0009,attack_flow,SolarWinds,9,"[""T1587"",""T1195"",""T1569"",""T1497"",""T1057"",""T1568"",""T1132"",""T1562"",""T1558""]","[""T1587.001"",""T1195.002"",""T1569.002"",""T1497.003"",""T1057"",""T1568.002"",""T1132"",""T1562.004"",""T1558.003""]",T1562,T1562.001,SolarWinds.afb
attack_flow::SolarWinds::0010,attack_flow,SolarWinds,10,"[""T1587"",""T1195"",""T1569"",""T1497"",""T1057"",""T1568"",""T1132"",""T1562"",""T1558"",""T1562""]","[""T1587.001"",""T1195.002"",""T1569.002"",""T1497.003"",""T1057"",""T1568.002"",""T1132"",""T1562.004"",""T1558.003"",""T1562.001""]",T1053,T1053.005,SolarWinds.afb
attack_flow::SolarWinds::0011,attack_flow,SolarWinds,11,"[""T1587"",""T1195"",""T1569"",""T1497"",""T1057"",""T1568"",""T1132"",""T1562"",""T1558"",""T1562"",""T1053""]","[""T1587.001"",""T1195.002"",""T1569.002"",""T1497.003"",""T1057"",""T1568.002"",""T1132"",""T1562.004"",""T1558.003"",""T1562.001"",""T1053.005""]",T1036,T1036,SolarWinds.afb
attack_flow::SolarWinds::0012,attack_flow,SolarWinds,12,"[""T1587"",""T1195"",""T1569"",""T1497"",""T1057"",""T1568"",""T1132"",""T1562"",""T1558"",""T1562"",""T1053"",""T1036""]","[""T1587.001"",""T1195.002"",""T1569.002"",""T1497.003"",""T1057"",""T1568.002"",""T1132"",""T1562.004"",""T1558.003"",""T1562.001"",""T1053.005"",""T1036""]",T1047,T1047,SolarWinds.afb
attack_flow::SolarWinds::0013,attack_flow,SolarWinds,13,"[""T1587"",""T1195"",""T1569"",""T1497"",""T1057"",""T1568"",""T1132"",""T1562"",""T1558"",""T1562"",""T1053"",""T1036"",""T1047""]","[""T1587.001"",""T1195.002"",""T1569.002"",""T1497.003"",""T1057"",""T1568.002"",""T1132"",""T1562.004"",""T1558.003"",""T1562.001"",""T1053.005"",""T1036"",""T1047""]",T1070,T1070,SolarWinds.afb
attack_flow::SolarWinds::0014,attack_flow,SolarWinds,14,"[""T1587"",""T1195"",""T1569"",""T1497"",""T1057"",""T1568"",""T1132"",""T1562"",""T1558"",""T1562"",""T1053"",""T1036"",""T1047"",""T1070""]","[""T1587.001"",""T1195.002"",""T1569.002"",""T1497.003"",""T1057"",""T1568.002"",""T1132"",""T1562.004"",""T1558.003"",""T1562.001"",""T1053.005"",""T1036"",""T1047"",""T1070""]",T1562,T1562.002,SolarWinds.afb
attack_flow::SolarWinds::0015,attack_flow,SolarWinds,15,"[""T1587"",""T1195"",""T1569"",""T1497"",""T1057"",""T1568"",""T1132"",""T1562"",""T1558"",""T1562"",""T1053"",""T1036"",""T1047"",""T1070"",""T1562""]","[""T1587.001"",""T1195.002"",""T1569.002"",""T1497.003"",""T1057"",""T1568.002"",""T1132"",""T1562.004"",""T1558.003"",""T1562.001"",""T1053.005"",""T1036"",""T1047"",""T1070"",""T1562.002""]",T1082,T1082,SolarWinds.afb
attack_flow::SolarWinds::0016,attack_flow,SolarWinds,16,"[""T1587"",""T1195"",""T1569"",""T1497"",""T1057"",""T1568"",""T1132"",""T1562"",""T1558"",""T1562"",""T1053"",""T1036"",""T1047"",""T1070"",""T1562"",""T1082""]","[""T1587.001"",""T1195.002"",""T1569.002"",""T1497.003"",""T1057"",""T1568.002"",""T1132"",""T1562.004"",""T1558.003"",""T1562.001"",""T1053.005"",""T1036"",""T1047"",""T1070"",""T1562.002"",""T1082""]",T1005,T1005,SolarWinds.afb
attack_flow::SolarWinds::0017,attack_flow,SolarWinds,17,"[""T1587"",""T1195"",""T1569"",""T1497"",""T1057"",""T1568"",""T1132"",""T1562"",""T1558"",""T1562"",""T1053"",""T1036"",""T1047"",""T1070"",""T1562"",""T1082"",""T1005""]","[""T1587.001"",""T1195.002"",""T1569.002"",""T1497.003"",""T1057"",""T1568.002"",""T1132"",""T1562.004"",""T1558.003"",""T1562.001"",""T1053.005"",""T1036"",""T1047"",""T1070"",""T1562.002"",""T1082"",""T1005""]",T1567,T1567.002,SolarWinds.afb
attack_flow::Sony Malware::0001,attack_flow,Sony Malware,1,"[""T1105""]","[""T1105""]",T1574,T1574.007,Sony Malware.afb
attack_flow::Sony Malware::0002,attack_flow,Sony Malware,2,"[""T1105"",""T1574""]","[""T1105"",""T1574.007""]",T1047,T1047,Sony Malware.afb
attack_flow::Sony Malware::0003,attack_flow,Sony Malware,3,"[""T1105"",""T1574"",""T1047""]","[""T1105"",""T1574.007"",""T1047""]",T1505,T1505.004,Sony Malware.afb
attack_flow::Sony Malware::0004,attack_flow,Sony Malware,4,"[""T1105"",""T1574"",""T1047"",""T1505""]","[""T1105"",""T1574.007"",""T1047"",""T1505.004""]",T1105,T1105,Sony Malware.afb
attack_flow::Sony Malware::0005,attack_flow,Sony Malware,5,"[""T1105"",""T1574"",""T1047"",""T1505"",""T1105""]","[""T1105"",""T1574.007"",""T1047"",""T1505.004"",""T1105""]",T1080,T1080,Sony Malware.afb
attack_flow::Sony Malware::0006,attack_flow,Sony Malware,6,"[""T1105"",""T1574"",""T1047"",""T1505"",""T1105"",""T1080""]","[""T1105"",""T1574.007"",""T1047"",""T1505.004"",""T1105"",""T1080""]",T1497,T1497.003,Sony Malware.afb
attack_flow::Sony Malware::0007,attack_flow,Sony Malware,7,"[""T1105"",""T1574"",""T1047"",""T1505"",""T1105"",""T1080"",""T1497""]","[""T1105"",""T1574.007"",""T1047"",""T1505.004"",""T1105"",""T1080"",""T1497.003""]",T1059,T1059.003,Sony Malware.afb
attack_flow::Sony Malware::0008,attack_flow,Sony Malware,8,"[""T1105"",""T1574"",""T1047"",""T1505"",""T1105"",""T1080"",""T1497"",""T1059""]","[""T1105"",""T1574.007"",""T1047"",""T1505.004"",""T1105"",""T1080"",""T1497.003"",""T1059.003""]",T1489,T1489,Sony Malware.afb
attack_flow::Sony Malware::0009,attack_flow,Sony Malware,9,"[""T1105"",""T1574"",""T1047"",""T1505"",""T1105"",""T1080"",""T1497"",""T1059"",""T1489""]","[""T1105"",""T1574.007"",""T1047"",""T1505.004"",""T1105"",""T1080"",""T1497.003"",""T1059.003"",""T1489""]",T1132,T1132,Sony Malware.afb
attack_flow::Sony Malware::0010,attack_flow,Sony Malware,10,"[""T1105"",""T1574"",""T1047"",""T1505"",""T1105"",""T1080"",""T1497"",""T1059"",""T1489"",""T1132""]","[""T1105"",""T1574.007"",""T1047"",""T1505.004"",""T1105"",""T1080"",""T1497.003"",""T1059.003"",""T1489"",""T1132""]",T1561,T1561.001,Sony Malware.afb
attack_flow::Sony Malware::0011,attack_flow,Sony Malware,11,"[""T1105"",""T1574"",""T1047"",""T1505"",""T1105"",""T1080"",""T1497"",""T1059"",""T1489"",""T1132"",""T1561""]","[""T1105"",""T1574.007"",""T1047"",""T1505.004"",""T1105"",""T1080"",""T1497.003"",""T1059.003"",""T1489"",""T1132"",""T1561.001""]",T1529,T1529,Sony Malware.afb
attack_flow::Sony Malware::0012,attack_flow,Sony Malware,12,"[""T1105"",""T1574"",""T1047"",""T1505"",""T1105"",""T1080"",""T1497"",""T1059"",""T1489"",""T1132"",""T1561"",""T1529""]","[""T1105"",""T1574.007"",""T1047"",""T1505.004"",""T1105"",""T1080"",""T1497.003"",""T1059.003"",""T1489"",""T1132"",""T1561.001"",""T1529""]",T1491,T1491.001,Sony Malware.afb
attack_flow::Target Breach::0001,attack_flow,Target Breach,1,"[""T1592""]","[""T1592.004""]",T1199,T1199,Target Breach.afb
attack_flow::Target Breach::0002,attack_flow,Target Breach,2,"[""T1592"",""T1199""]","[""T1592.004"",""T1199""]",T1566,T1566,Target Breach.afb
attack_flow::Target Breach::0003,attack_flow,Target Breach,3,"[""T1592"",""T1199"",""T1566""]","[""T1592.004"",""T1199"",""T1566""]",T1078,T1078.002,Target Breach.afb
attack_flow::Target Breach::0004,attack_flow,Target Breach,4,"[""T1592"",""T1199"",""T1566"",""T1078""]","[""T1592.004"",""T1199"",""T1566"",""T1078.002""]",T1078,T1078.001,Target Breach.afb
attack_flow::Target Breach::0005,attack_flow,Target Breach,5,"[""T1592"",""T1199"",""T1566"",""T1078"",""T1078""]","[""T1592.004"",""T1199"",""T1566"",""T1078.002"",""T1078.001""]",T1505,T1505,Target Breach.afb
attack_flow::Target Breach::0006,attack_flow,Target Breach,6,"[""T1592"",""T1199"",""T1566"",""T1078"",""T1078"",""T1505""]","[""T1592.004"",""T1199"",""T1566"",""T1078.002"",""T1078.001"",""T1505""]",T1105,T1105,Target Breach.afb
attack_flow::Target Breach::0007,attack_flow,Target Breach,7,"[""T1592"",""T1199"",""T1566"",""T1078"",""T1078"",""T1505"",""T1105""]","[""T1592.004"",""T1199"",""T1566"",""T1078.002"",""T1078.001"",""T1505"",""T1105""]",T1029,T1029,Target Breach.afb
attack_flow::Target Breach::0008,attack_flow,Target Breach,8,"[""T1592"",""T1199"",""T1566"",""T1078"",""T1078"",""T1505"",""T1105"",""T1029""]","[""T1592.004"",""T1199"",""T1566"",""T1078.002"",""T1078.001"",""T1505"",""T1105"",""T1029""]",T1570,T1570,Target Breach.afb
attack_flow::Target Breach::0009,attack_flow,Target Breach,9,"[""T1592"",""T1199"",""T1566"",""T1078"",""T1078"",""T1505"",""T1105"",""T1029"",""T1570""]","[""T1592.004"",""T1199"",""T1566"",""T1078.002"",""T1078.001"",""T1505"",""T1105"",""T1029"",""T1570""]",T1557,T1557.001,Target Breach.afb
attack_flow::Target Breach::0010,attack_flow,Target Breach,10,"[""T1592"",""T1199"",""T1566"",""T1078"",""T1078"",""T1505"",""T1105"",""T1029"",""T1570"",""T1557""]","[""T1592.004"",""T1199"",""T1566"",""T1078.002"",""T1078.001"",""T1505"",""T1105"",""T1029"",""T1570"",""T1557.001""]",T1074,T1074.002,Target Breach.afb
attack_flow::Target Breach::0011,attack_flow,Target Breach,11,"[""T1592"",""T1199"",""T1566"",""T1078"",""T1078"",""T1505"",""T1105"",""T1029"",""T1570"",""T1557"",""T1074""]","[""T1592.004"",""T1199"",""T1566"",""T1078.002"",""T1078.001"",""T1505"",""T1105"",""T1029"",""T1570"",""T1557.001"",""T1074.002""]",T1095,T1095,Target Breach.afb
attack_flow::Tesla Kubernetes Breach::0001,attack_flow,Tesla Kubernetes Breach,1,"[""T1133""]","[""T1133""]",T1552,T1552,Tesla Kubernetes Breach.afb
attack_flow::Tesla Kubernetes Breach::0002,attack_flow,Tesla Kubernetes Breach,2,"[""T1133"",""T1552""]","[""T1133"",""T1552""]",T1078,T1078.004,Tesla Kubernetes Breach.afb
attack_flow::Tesla Kubernetes Breach::0003,attack_flow,Tesla Kubernetes Breach,3,"[""T1133"",""T1552"",""T1078""]","[""T1133"",""T1552"",""T1078.004""]",T1530,T1530,Tesla Kubernetes Breach.afb
attack_flow::Uber Breach::0001,attack_flow,Uber Breach,1,"[""T1586""]","[""T1586""]",T1078,T1078,Uber Breach.afb
attack_flow::Uber Breach::0002,attack_flow,Uber Breach,2,"[""T1586"",""T1078""]","[""T1586"",""T1078""]",T1621,T1621,Uber Breach.afb
attack_flow::Uber Breach::0003,attack_flow,Uber Breach,3,"[""T1586"",""T1078"",""T1621""]","[""T1586"",""T1078"",""T1621""]",T1135,T1135,Uber Breach.afb
attack_flow::Uber Breach::0004,attack_flow,Uber Breach,4,"[""T1586"",""T1078"",""T1621"",""T1135""]","[""T1586"",""T1078"",""T1621"",""T1135""]",T1552,T1552.001,Uber Breach.afb
attack_flow::Uber Breach::0005,attack_flow,Uber Breach,5,"[""T1586"",""T1078"",""T1621"",""T1135"",""T1552""]","[""T1586"",""T1078"",""T1621"",""T1135"",""T1552.001""]",T1078,T1078,Uber Breach.afb
attack_flow::Uber Breach::0006,attack_flow,Uber Breach,6,"[""T1586"",""T1078"",""T1621"",""T1135"",""T1552"",""T1078""]","[""T1586"",""T1078"",""T1621"",""T1135"",""T1552.001"",""T1078""]",T1555,T1555,Uber Breach.afb
attack_flow::WhisperGate::0001,attack_flow,WhisperGate,1,"[""T1078""]","[""T1078""]",T1105,T1105,WhisperGate.afb
attack_flow::WhisperGate::0002,attack_flow,WhisperGate,2,"[""T1078"",""T1105""]","[""T1078"",""T1105""]",T1542,T1542.003,WhisperGate.afb
attack_flow::WhisperGate::0003,attack_flow,WhisperGate,3,"[""T1078"",""T1105"",""T1542""]","[""T1078"",""T1105"",""T1542.003""]",T1059,T1059.001,WhisperGate.afb
attack_flow::WhisperGate::0004,attack_flow,WhisperGate,4,"[""T1078"",""T1105"",""T1542"",""T1059""]","[""T1078"",""T1105"",""T1542.003"",""T1059.001""]",T1105,T1105,WhisperGate.afb
attack_flow::WhisperGate::0005,attack_flow,WhisperGate,5,"[""T1078"",""T1105"",""T1542"",""T1059"",""T1105""]","[""T1078"",""T1105"",""T1542.003"",""T1059.001"",""T1105""]",T1027,T1027.003,WhisperGate.afb
attack_flow::WhisperGate::0006,attack_flow,WhisperGate,6,"[""T1078"",""T1105"",""T1542"",""T1059"",""T1105"",""T1027""]","[""T1078"",""T1105"",""T1542.003"",""T1059.001"",""T1105"",""T1027.003""]",T1027,T1027,WhisperGate.afb
attack_flow::WhisperGate::0007,attack_flow,WhisperGate,7,"[""T1078"",""T1105"",""T1542"",""T1059"",""T1105"",""T1027"",""T1027""]","[""T1078"",""T1105"",""T1542.003"",""T1059.001"",""T1105"",""T1027.003"",""T1027""]",T1059,T1059.005,WhisperGate.afb
attack_flow::WhisperGate::0008,attack_flow,WhisperGate,8,"[""T1078"",""T1105"",""T1542"",""T1059"",""T1105"",""T1027"",""T1027"",""T1059""]","[""T1078"",""T1105"",""T1542.003"",""T1059.001"",""T1105"",""T1027.003"",""T1027"",""T1059.005""]",T1562,T1562.001,WhisperGate.afb
