method,held_out_source,inner_validation_source,seed,epoch,lambda,campaign_macro_ndcg5,five_seed_two_source_mean_ndcg5,selected,training_rows,validation_rows
HM+S,ctid,attack_flow,46,60,0.5,0.08037718172445074,0.0918293963787354,0,109,412
HM+S,ctid,attack_flow,46,60,0.6,0.08013515195767475,0.08979618617840057,0,109,412
HM+S,ctid,attack_flow,46,60,0.7,0.0779539383651789,0.08538385644894356,0,109,412
HM+S,ctid,attack_flow,46,60,0.8,0.07520868196943158,0.07332693337335705,0,109,412
HM+S,ctid,attack_flow,46,60,0.9,0.07152669023640539,0.06467566836716664,0,109,412
HM+S,ctid,attack_flow,46,60,1.0,0.06835102348742383,0.057485137560333154,0,109,412
HM+S,ctid,attack_flow,46,80,0.0,0.07464485880698872,0.10532388305352063,0,109,412
HM+S,ctid,attack_flow,46,80,0.1,0.07635240748970008,0.1019619768848534,0,109,412
HM+S,ctid,attack_flow,46,80,0.2,0.07669281588886112,0.09594043292788636,0,109,412
HM+S,ctid,attack_flow,46,80,0.3,0.07846516419009555,0.08926809474727293,0,109,412
HM+S,ctid,attack_flow,46,80,0.4,0.07972764506662638,0.09211528966222156,0,109,412
HM+S,ctid,attack_flow,46,80,0.5,0.07969873213334477,0.08876434568999206,0,109,412
HM+S,ctid,attack_flow,46,80,0.6,0.0802818297744547,0.08276739289240063,0,109,412
HM+S,ctid,attack_flow,46,80,0.7,0.07938073860305885,0.07874495250796876,0,109,412
HM+S,ctid,attack_flow,46,80,0.8,0.07672539255935962,0.06820207471579848,0,109,412
HM+S,ctid,attack_flow,46,80,0.9,0.07579070080875125,0.058036750367296865,0,109,412
HM+S,ctid,attack_flow,46,80,1.0,0.0755623296215898,0.05519968775804447,0,109,412
HM+S,ctid,attack_flow,46,100,0.0,0.07464485880698872,0.10532388305352063,0,109,412
HM+S,ctid,attack_flow,46,100,0.1,0.07589632386327788,0.10099219807681259,0,109,412
HM+S,ctid,attack_flow,46,100,0.2,0.07612095979369708,0.09362628523731926,0,109,412
HM+S,ctid,attack_flow,46,100,0.3,0.07921217913431657,0.08774867242258588,0,109,412
HM+S,ctid,attack_flow,46,100,0.4,0.07850682315057556,0.08339213182031599,0,109,412
HM+S,ctid,attack_flow,46,100,0.5,0.07915972194216611,0.08086112819851968,0,109,412
HM+S,ctid,attack_flow,46,100,0.6,0.08104325381842241,0.07777218581975745,0,109,412
HM+S,ctid,attack_flow,46,100,0.7,0.08027294080228348,0.0731199081007746,0,109,412
HM+S,ctid,attack_flow,46,100,0.8,0.07719122434178254,0.06283920964178602,0,109,412
HM+S,ctid,attack_flow,46,100,0.9,0.07871269116932558,0.05437446925851928,0,109,412
HM+S,ctid,attack_flow,46,100,1.0,0.0786119412530761,0.05285116417196402,0,109,412
HM+S,ctid,stockpile,42,20,0.0,0.13376743719758546,0.10532388305352063,1,412,109
HM+S,ctid,stockpile,42,20,0.1,0.13556300889138043,0.10440395466678454,0,412,109
HM+S,ctid,stockpile,42,20,0.2,0.115722395747896,0.09653060411595736,0,412,109
HM+S,ctid,stockpile,42,20,0.3,0.10471042027308375,0.09243884805813281,0,412,109
HM+S,ctid,stockpile,42,20,0.4,0.09547217405012673,0.08827106773859855,0,412,109
HM+S,ctid,stockpile,42,20,0.5,0.1004821510113021,0.0867179484484486,0,412,109
HM+S,ctid,stockpile,42,20,0.6,0.07836240671722187,0.0776557026730822,0,412,109
HM+S,ctid,stockpile,42,20,0.7,0.0689746166726204,0.06663704552579663,0,412,109
HM+S,ctid,stockpile,42,20,0.8,0.06494301131859778,0.06374769085903953,0,412,109
HM+S,ctid,stockpile,42,20,0.9,0.06312662777168719,0.062493278189076185,0,412,109
HM+S,ctid,stockpile,42,20,1.0,0.06349964701263151,0.062624718599025,0,412,109
HM+S,ctid,stockpile,42,40,0.0,0.13376743719758546,0.10532388305352063,0,412,109
HM+S,ctid,stockpile,42,40,0.1,0.13542376033362616,0.10414028527727175,0,412,109
HM+S,ctid,stockpile,42,40,0.2,0.11250284723477805,0.09735717301595644,0,412,109
HM+S,ctid,stockpile,42,40,0.3,0.10476468846956208,0.0922530311474256,0,412,109
HM+S,ctid,stockpile,42,40,0.4,0.10080813665169244,0.09142850606097933,0,412,109
HM+S,ctid,stockpile,42,40,0.5,0.09461432364333835,0.08979157776396304,0,412,109
HM+S,ctid,stockpile,42,40,0.6,0.09988872375371824,0.0881541949104075,0,412,109
HM+S,ctid,stockpile,42,40,0.7,0.07087602088714273,0.07539989431423771,0,412,109
HM+S,ctid,stockpile,42,40,0.8,0.06669710763425479,0.06739649292767538,0,412,109
HM+S,ctid,stockpile,42,40,0.9,0.06365944733913614,0.06477907053498438,0,412,109
HM+S,ctid,stockpile,42,40,1.0,0.06499564859721345,0.0637322533992606,0,412,109
HM+S,ctid,stockpile,42,60,0.0,0.13376743719758546,0.10532388305352063,0,412,109
HM+S,ctid,stockpile,42,60,0.1,0.12969306901059754,0.10351847491809614,0,412,109
HM+S,ctid,stockpile,42,60,0.2,0.11477102321628847,0.09863226595010315,0,412,109
HM+S,ctid,stockpile,42,60,0.3,0.10587059641203264,0.09078174084058463,0,412,109
HM+S,ctid,stockpile,42,60,0.4,0.09871926149726719,0.09094375575401913,0,412,109
HM+S,ctid,stockpile,42,60,0.5,0.10395611334369148,0.0918293963787354,0,412,109
HM+S,ctid,stockpile,42,60,0.6,0.10102327031915091,0.08979618617840057,0,412,109
HM+S,ctid,stockpile,42,60,0.7,0.09394522873697121,0.08538385644894356,0,412,109
HM+S,ctid,stockpile,42,60,0.8,0.06214653279839264,0.07332693337335705,0,412,109
HM+S,ctid,stockpile,42,60,0.9,0.05933330282541394,0.06467566836716664,0,412,109
HM+S,ctid,stockpile,42,60,1.0,0.043149176921199704,0.057485137560333154,0,412,109
HM+S,ctid,stockpile,42,80,0.0,0.13376743719758546,0.10532388305352063,0,412,109
HM+S,ctid,stockpile,42,80,0.1,0.12990696092317575,0.1019619768848534,0,412,109
HM+S,ctid,stockpile,42,80,0.2,0.09915719602052556,0.09594043292788636,0,412,109
HM+S,ctid,stockpile,42,80,0.3,0.0986624463945146,0.08926809474727293,0,412,109
HM+S,ctid,stockpile,42,80,0.4,0.10137613064907852,0.09211528966222156,0,412,109
HM+S,ctid,stockpile,42,80,0.5,0.08974162233663067,0.08876434568999206,0,412,109
HM+S,ctid,stockpile,42,80,0.6,0.08459653123762542,0.08276739289240063,0,412,109
HM+S,ctid,stockpile,42,80,0.7,0.07828256613701122,0.07874495250796876,0,412,109
HM+S,ctid,stockpile,42,80,0.8,0.061375952499432736,0.06820207471579848,0,412,109
HM+S,ctid,stockpile,42,80,0.9,0.044240640906690096,0.058036750367296865,0,412,109
HM+S,ctid,stockpile,42,80,1.0,0.03608545762738195,0.05519968775804447,0,412,109
HM+S,ctid,stockpile,42,100,0.0,0.13376743719758546,0.10532388305352063,0,412,109
HM+S,ctid,stockpile,42,100,0.1,0.12568704735895805,0.10099219807681259,0,412,109
HM+S,ctid,stockpile,42,100,0.2,0.09844085009392588,0.09362628523731926,0,412,109
HM+S,ctid,stockpile,42,100,0.3,0.1022507111128564,0.08774867242258588,0,412,109
HM+S,ctid,stockpile,42,100,0.4,0.08936110075875271,0.08339213182031599,0,412,109
HM+S,ctid,stockpile,42,100,0.5,0.08518863944151145,0.08086112819851968,0,412,109
HM+S,ctid,stockpile,42,100,0.6,0.08000955816930626,0.07777218581975745,0,412,109
HM+S,ctid,stockpile,42,100,0.7,0.07064828643011332,0.0731199081007746,0,412,109
HM+S,ctid,stockpile,42,100,0.8,0.044998168086994646,0.06283920964178602,0,412,109
HM+S,ctid,stockpile,42,100,0.9,0.03667167570133305,0.05437446925851928,0,412,109
HM+S,ctid,stockpile,42,100,1.0,0.028878559424451944,0.05285116417196402,0,412,109
HM+S,ctid,stockpile,43,20,0.0,0.1372791209716135,0.10532388305352063,1,412,109
HM+S,ctid,stockpile,43,20,0.1,0.13997557243843653,0.10440395466678454,0,412,109
HM+S,ctid,stockpile,43,20,0.2,0.1236787789065622,0.09653060411595736,0,412,109
HM+S,ctid,stockpile,43,20,0.3,0.11401803658178612,0.09243884805813281,0,412,109
HM+S,ctid,stockpile,43,20,0.4,0.1073996766755728,0.08827106773859855,0,412,109
HM+S,ctid,stockpile,43,20,0.5,0.10777356088579342,0.0867179484484486,0,412,109
HM+S,ctid,stockpile,43,20,0.6,0.09944389445793421,0.0776557026730822,0,412,109
HM+S,ctid,stockpile,43,20,0.7,0.0716466828621228,0.06663704552579663,0,412,109
HM+S,ctid,stockpile,43,20,0.8,0.06606722026402322,0.06374769085903953,0,412,109
HM+S,ctid,stockpile,43,20,0.9,0.06377134112077812,0.062493278189076185,0,412,109
HM+S,ctid,stockpile,43,20,1.0,0.06519584254527955,0.062624718599025,0,412,109
HM+S,ctid,stockpile,43,40,0.0,0.1372791209716135,0.10532388305352063,0,412,109
HM+S,ctid,stockpile,43,40,0.1,0.13111721243592106,0.10414028527727175,0,412,109
HM+S,ctid,stockpile,43,40,0.2,0.11115987353305828,0.09735717301595644,0,412,109
HM+S,ctid,stockpile,43,40,0.3,0.11165729309404411,0.0922530311474256,0,412,109
HM+S,ctid,stockpile,43,40,0.4,0.10739537318754062,0.09142850606097933,0,412,109
HM+S,ctid,stockpile,43,40,0.5,0.10576935008646698,0.08979157776396304,0,412,109
HM+S,ctid,stockpile,43,40,0.6,0.10493239994937299,0.0881541949104075,0,412,109
HM+S,ctid,stockpile,43,40,0.7,0.09342131442228924,0.07539989431423771,0,412,109
HM+S,ctid,stockpile,43,40,0.8,0.06855370856601192,0.06739649292767538,0,412,109
HM+S,ctid,stockpile,43,40,0.9,0.06780715244130593,0.06477907053498438,0,412,109
HM+S,ctid,stockpile,43,40,1.0,0.06394048793374753,0.0637322533992606,0,412,109
HM+S,ctid,stockpile,43,60,0.0,0.1372791209716135,0.10532388305352063,0,412,109
HM+S,ctid,stockpile,43,60,0.1,0.1296906335585971,0.10351847491809614,0,412,109
HM+S,ctid,stockpile,43,60,0.2,0.11862726284524719,0.09863226595010315,0,412,109
HM+S,ctid,stockpile,43,60,0.3,0.09929897746774537,0.09078174084058463,0,412,109
HM+S,ctid,stockpile,43,60,0.4,0.10753543644351365,0.09094375575401913,0,412,109
HM+S,ctid,stockpile,43,60,0.5,0.107951732016988,0.0918293963787354,0,412,109
HM+S,ctid,stockpile,43,60,0.6,0.10309902571158654,0.08979618617840057,0,412,109
HM+S,ctid,stockpile,43,60,0.7,0.0990137367779609,0.08538385644894356,0,412,109
HM+S,ctid,stockpile,43,60,0.8,0.09373143687793345,0.07332693337335705,0,412,109
HM+S,ctid,stockpile,43,60,0.9,0.0652792669037869,0.06467566836716664,0,412,109
HM+S,ctid,stockpile,43,60,1.0,0.04504556088246233,0.057485137560333154,0,412,109
HM+S,ctid,stockpile,43,80,0.0,0.1372791209716135,0.10532388305352063,0,412,109
HM+S,ctid,stockpile,43,80,0.1,0.1300790879946616,0.1019619768848534,0,412,109
HM+S,ctid,stockpile,43,80,0.2,0.11265904289701,0.09594043292788636,0,412,109
HM+S,ctid,stockpile,43,80,0.3,0.10037128219943126,0.08926809474727293,0,412,109
HM+S,ctid,stockpile,43,80,0.4,0.10566083958830282,0.09211528966222156,0,412,109
HM+S,ctid,stockpile,43,80,0.5,0.10560768718294415,0.08876434568999206,0,412,109
HM+S,ctid,stockpile,43,80,0.6,0.08820730811267295,0.08276739289240063,0,412,109
HM+S,ctid,stockpile,43,80,0.7,0.07474964179589468,0.07874495250796876,0,412,109
HM+S,ctid,stockpile,43,80,0.8,0.06683782336260195,0.06820207471579848,0,412,109
HM+S,ctid,stockpile,43,80,0.9,0.0385805202757167,0.058036750367296865,0,412,109
HM+S,ctid,stockpile,43,80,1.0,0.034323661077660904,0.05519968775804447,0,412,109
HM+S,ctid,stockpile,43,100,0.0,0.1372791209716135,0.10532388305352063,0,412,109
HM+S,ctid,stockpile,43,100,0.1,0.12591074442370456,0.10099219807681259,0,412,109
HM+S,ctid,stockpile,43,100,0.2,0.11084078417501633,0.09362628523731926,0,412,109
HM+S,ctid,stockpile,43,100,0.3,0.09513171549864989,0.08774867242258588,0,412,109
HM+S,ctid,stockpile,43,100,0.4,0.08589267995812004,0.08339213182031599,0,412,109
HM+S,ctid,stockpile,43,100,0.5,0.0796429414586604,0.08086112819851968,0,412,109
HM+S,ctid,stockpile,43,100,0.6,0.07718934287081175,0.07777218581975745,0,412,109
HM+S,ctid,stockpile,43,100,0.7,0.06648344752175031,0.0731199081007746,0,412,109
HM+S,ctid,stockpile,43,100,0.8,0.05456317092860202,0.06283920964178602,0,412,109
HM+S,ctid,stockpile,43,100,0.9,0.030552888464160183,0.05437446925851928,0,412,109
HM+S,ctid,stockpile,43,100,1.0,0.029870382370526867,0.05285116417196402,0,412,109
HM+S,ctid,stockpile,44,20,0.0,0.13268322000079613,0.10532388305352063,1,412,109
HM+S,ctid,stockpile,44,20,0.1,0.12338529991987172,0.10440395466678454,0,412,109
HM+S,ctid,stockpile,44,20,0.2,0.10749433010696938,0.09653060411595736,0,412,109
HM+S,ctid,stockpile,44,20,0.3,0.10201173096090617,0.09243884805813281,0,412,109
HM+S,ctid,stockpile,44,20,0.4,0.101965387917365,0.08827106773859855,0,412,109
HM+S,ctid,stockpile,44,20,0.5,0.09543588985688721,0.0867179484484486,0,412,109
HM+S,ctid,stockpile,44,20,0.6,0.08286634826014784,0.0776557026730822,0,412,109
HM+S,ctid,stockpile,44,20,0.7,0.07016496540651686,0.06663704552579663,0,412,109
HM+S,ctid,stockpile,44,20,0.8,0.06430416068822707,0.06374769085903953,0,412,109
HM+S,ctid,stockpile,44,20,0.9,0.0632578175056691,0.062493278189076185,0,412,109
HM+S,ctid,stockpile,44,20,1.0,0.06349964701263151,0.062624718599025,0,412,109
HM+S,ctid,stockpile,44,40,0.0,0.13268322000079613,0.10532388305352063,0,412,109
HM+S,ctid,stockpile,44,40,0.1,0.1192843852071424,0.10414028527727175,0,412,109
HM+S,ctid,stockpile,44,40,0.2,0.11547044740394262,0.09735717301595644,0,412,109
HM+S,ctid,stockpile,44,40,0.3,0.10122466505542897,0.0922530311474256,0,412,109
HM+S,ctid,stockpile,44,40,0.4,0.10204340652807149,0.09142850606097933,0,412,109
HM+S,ctid,stockpile,44,40,0.5,0.10075301756448672,0.08979157776396304,0,412,109
HM+S,ctid,stockpile,44,40,0.6,0.09967703096171368,0.0881541949104075,0,412,109
HM+S,ctid,stockpile,44,40,0.7,0.07324173116342268,0.07539989431423771,0,412,109
HM+S,ctid,stockpile,44,40,0.8,0.06790722293708967,0.06739649292767538,0,412,109
HM+S,ctid,stockpile,44,40,0.9,0.06230870709218059,0.06477907053498438,0,412,109
HM+S,ctid,stockpile,44,40,1.0,0.06106611545739479,0.0637322533992606,0,412,109
HM+S,ctid,stockpile,44,60,0.0,0.13268322000079613,0.10532388305352063,0,412,109
HM+S,ctid,stockpile,44,60,0.1,0.11662893983833741,0.10351847491809614,0,412,109
HM+S,ctid,stockpile,44,60,0.2,0.11465303379478144,0.09863226595010315,0,412,109
HM+S,ctid,stockpile,44,60,0.3,0.09783702794823339,0.09078174084058463,0,412,109
HM+S,ctid,stockpile,44,60,0.4,0.09516341392856884,0.09094375575401913,0,412,109
HM+S,ctid,stockpile,44,60,0.5,0.10165817936589176,0.0918293963787354,0,412,109
HM+S,ctid,stockpile,44,60,0.6,0.09485622100133025,0.08979618617840057,0,412,109
HM+S,ctid,stockpile,44,60,0.7,0.08917419221499803,0.08538385644894356,0,412,109
HM+S,ctid,stockpile,44,60,0.8,0.055889907933823445,0.07332693337335705,0,412,109
HM+S,ctid,stockpile,44,60,0.9,0.03790012486806394,0.06467566836716664,0,412,109
HM+S,ctid,stockpile,44,60,1.0,0.03453466864498577,0.057485137560333154,0,412,109
HM+S,ctid,stockpile,44,80,0.0,0.13268322000079613,0.10532388305352063,0,412,109
HM+S,ctid,stockpile,44,80,0.1,0.1170980201846218,0.1019619768848534,0,412,109
HM+S,ctid,stockpile,44,80,0.2,0.11416135525206789,0.09594043292788636,0,412,109
HM+S,ctid,stockpile,44,80,0.3,0.09724466656429748,0.08926809474727293,0,412,109
HM+S,ctid,stockpile,44,80,0.4,0.10469302247881708,0.09211528966222156,0,412,109
HM+S,ctid,stockpile,44,80,0.5,0.09669889287538512,0.08876434568999206,0,412,109
HM+S,ctid,stockpile,44,80,0.6,0.08517541574491565,0.08276739289240063,0,412,109
HM+S,ctid,stockpile,44,80,0.7,0.08012923348769668,0.07874495250796876,0,412,109
HM+S,ctid,stockpile,44,80,0.8,0.046652288564615625,0.06820207471579848,0,412,109
HM+S,ctid,stockpile,44,80,0.9,0.039141567566911874,0.058036750367296865,0,412,109
HM+S,ctid,stockpile,44,80,1.0,0.034872354777965034,0.05519968775804447,0,412,109
HM+S,ctid,stockpile,44,100,0.0,0.13268322000079613,0.10532388305352063,0,412,109
HM+S,ctid,stockpile,44,100,0.1,0.12123136481779576,0.10099219807681259,0,412,109
HM+S,ctid,stockpile,44,100,0.2,0.10056795181905392,0.09362628523731926,0,412,109
HM+S,ctid,stockpile,44,100,0.3,0.08182305822436148,0.08774867242258588,0,412,109
HM+S,ctid,stockpile,44,100,0.4,0.07966564680330171,0.08339213182031599,0,412,109
HM+S,ctid,stockpile,44,100,0.5,0.08167471736730302,0.08086112819851968,0,412,109
HM+S,ctid,stockpile,44,100,0.6,0.0686357195052004,0.07777218581975745,0,412,109
HM+S,ctid,stockpile,44,100,0.7,0.06550985256871268,0.0731199081007746,0,412,109
HM+S,ctid,stockpile,44,100,0.8,0.040875386437167115,0.06283920964178602,0,412,109
HM+S,ctid,stockpile,44,100,0.9,0.03232470132090497,0.05437446925851928,0,412,109
HM+S,ctid,stockpile,44,100,1.0,0.03064492537403006,0.05285116417196402,0,412,109
HM+S,ctid,stockpile,45,20,0.0,0.13540560612879915,0.10532388305352063,1,412,109
HM+S,ctid,stockpile,45,20,0.1,0.13339527057798914,0.10440395466678454,0,412,109
HM+S,ctid,stockpile,45,20,0.2,0.11147859860202768,0.09653060411595736,0,412,109
HM+S,ctid,stockpile,45,20,0.3,0.10553966207062022,0.09243884805813281,0,412,109
HM+S,ctid,stockpile,45,20,0.4,0.10541080856135882,0.08827106773859855,0,412,109
HM+S,ctid,stockpile,45,20,0.5,0.10452028218754181,0.0867179484484486,0,412,109
HM+S,ctid,stockpile,45,20,0.6,0.10263221396060039,0.0776557026730822,0,412,109
HM+S,ctid,stockpile,45,20,0.7,0.06764913064355549,0.06663704552579663,0,412,109
HM+S,ctid,stockpile,45,20,0.8,0.0632578175056691,0.06374769085903953,0,412,109
HM+S,ctid,stockpile,45,20,0.9,0.06312662777168719,0.062493278189076185,0,412,109
HM+S,ctid,stockpile,45,20,1.0,0.06349964701263151,0.062624718599025,0,412,109
HM+S,ctid,stockpile,45,40,0.0,0.13540560612879915,0.10532388305352063,0,412,109
HM+S,ctid,stockpile,45,40,0.1,0.13197347277569124,0.10414028527727175,0,412,109
HM+S,ctid,stockpile,45,40,0.2,0.13126966020214978,0.09735717301595644,0,412,109
HM+S,ctid,stockpile,45,40,0.3,0.10636378539603132,0.0922530311474256,0,412,109
HM+S,ctid,stockpile,45,40,0.4,0.10572632841992673,0.09142850606097933,0,412,109
HM+S,ctid,stockpile,45,40,0.5,0.10811513983454786,0.08979157776396304,0,412,109
HM+S,ctid,stockpile,45,40,0.6,0.10864037026355539,0.0881541949104075,0,412,109
HM+S,ctid,stockpile,45,40,0.7,0.10190471229418988,0.07539989431423771,0,412,109
HM+S,ctid,stockpile,45,40,0.8,0.0694099065263102,0.06739649292767538,0,412,109
HM+S,ctid,stockpile,45,40,0.9,0.06151207051350549,0.06477907053498438,0,412,109
HM+S,ctid,stockpile,45,40,1.0,0.06030107893882185,0.0637322533992606,0,412,109
HM+S,ctid,stockpile,45,60,0.0,0.13540560612879915,0.10532388305352063,0,412,109
HM+S,ctid,stockpile,45,60,0.1,0.12965429497047737,0.10351847491809614,0,412,109
HM+S,ctid,stockpile,45,60,0.2,0.1349765061371893,0.09863226595010315,0,412,109
HM+S,ctid,stockpile,45,60,0.3,0.10293482100670265,0.09078174084058463,0,412,109
HM+S,ctid,stockpile,45,60,0.4,0.10417132102449919,0.09094375575401913,0,412,109
HM+S,ctid,stockpile,45,60,0.5,0.10678842913399013,0.0918293963787354,0,412,109
HM+S,ctid,stockpile,45,60,0.6,0.11032513713660502,0.08979618617840057,0,412,109
HM+S,ctid,stockpile,45,60,0.7,0.10117710175202115,0.08538385644894356,0,412,109
HM+S,ctid,stockpile,45,60,0.8,0.09289380429489864,0.07332693337335705,0,412,109
HM+S,ctid,stockpile,45,60,0.9,0.062482167850789624,0.06467566836716664,0,412,109
HM+S,ctid,stockpile,45,60,1.0,0.04213200030366734,0.057485137560333154,0,412,109
HM+S,ctid,stockpile,45,80,0.0,0.13540560612879915,0.10532388305352063,0,412,109
HM+S,ctid,stockpile,45,80,0.1,0.11604363563916119,0.1019619768848534,0,412,109
HM+S,ctid,stockpile,45,80,0.2,0.13325324616059314,0.09594043292788636,0,412,109
HM+S,ctid,stockpile,45,80,0.3,0.10155318910153266,0.08926809474727293,0,412,109
HM+S,ctid,stockpile,45,80,0.4,0.109801693061262,0.09211528966222156,0,412,109
HM+S,ctid,stockpile,45,80,0.5,0.10209723996783844,0.08876434568999206,0,412,109
HM+S,ctid,stockpile,45,80,0.6,0.09442155188109308,0.08276739289240063,0,412,109
HM+S,ctid,stockpile,45,80,0.7,0.0868550782351484,0.07874495250796876,0,412,109
HM+S,ctid,stockpile,45,80,0.8,0.07679734626424518,0.06820207471579848,0,412,109
HM+S,ctid,stockpile,45,80,0.9,0.05102646992529584,0.058036750367296865,0,412,109
HM+S,ctid,stockpile,45,80,1.0,0.04347754977271654,0.05519968775804447,0,412,109
HM+S,ctid,stockpile,45,100,0.0,0.13540560612879915,0.10532388305352063,0,412,109
HM+S,ctid,stockpile,45,100,0.1,0.12140041879405912,0.10099219807681259,0,412,109
HM+S,ctid,stockpile,45,100,0.2,0.12986763228757833,0.09362628523731926,0,412,109
HM+S,ctid,stockpile,45,100,0.3,0.09491753745964268,0.08774867242258588,0,412,109
HM+S,ctid,stockpile,45,100,0.4,0.08422513700298222,0.08339213182031599,0,412,109
HM+S,ctid,stockpile,45,100,0.5,0.08500556615575808,0.08086112819851968,0,412,109
HM+S,ctid,stockpile,45,100,0.6,0.07927899133516482,0.07777218581975745,0,412,109
HM+S,ctid,stockpile,45,100,0.7,0.06993880662074949,0.0731199081007746,0,412,109
HM+S,ctid,stockpile,45,100,0.8,0.05521146802617435,0.06283920964178602,0,412,109
HM+S,ctid,stockpile,45,100,0.9,0.03791772044698852,0.05437446925851928,0,412,109
HM+S,ctid,stockpile,45,100,1.0,0.03607559617385657,0.05285116417196402,0,412,109
HM+S,ctid,stockpile,46,20,0.0,0.13151197789953584,0.10532388305352063,1,412,109
HM+S,ctid,stockpile,46,20,0.1,0.1395395752794187,0.10440395466678454,0,412,109
HM+S,ctid,stockpile,46,20,0.2,0.12061996810274882,0.09653060411595736,0,412,109
HM+S,ctid,stockpile,46,20,0.3,0.10523843969551995,0.09243884805813281,0,412,109
HM+S,ctid,stockpile,46,20,0.4,0.10445679029754938,0.08827106773859855,0,412,109
HM+S,ctid,stockpile,46,20,0.5,0.10159824838872682,0.0867179484484486,0,412,109
HM+S,ctid,stockpile,46,20,0.6,0.07479296014774395,0.0776557026730822,0,412,109
HM+S,ctid,stockpile,46,20,0.7,0.06647706828372739,0.06663704552579663,0,412,109
HM+S,ctid,stockpile,46,20,0.8,0.06312662777168719,0.06374769085903953,0,412,109
HM+S,ctid,stockpile,46,20,0.9,0.06349964701263151,0.062493278189076185,0,412,109
HM+S,ctid,stockpile,46,20,1.0,0.06349964701263151,0.062624718599025,0,412,109
HM+S,ctid,stockpile,46,40,0.0,0.13151197789953584,0.10532388305352063,0,412,109
HM+S,ctid,stockpile,46,40,0.1,0.1329154788840275,0.10414028527727175,0,412,109
HM+S,ctid,stockpile,46,40,0.2,0.11297026154818998,0.09735717301595644,0,412,109
HM+S,ctid,stockpile,46,40,0.3,0.10609479505840656,0.0922530311474256,0,412,109
HM+S,ctid,stockpile,46,40,0.4,0.1048004301478855,0.09142850606097933,0,412,109
HM+S,ctid,stockpile,46,40,0.5,0.10426472875922395,0.08979157776396304,0,412,109
HM+S,ctid,stockpile,46,40,0.6,0.10290281342512886,0.0881541949104075,0,412,109
HM+S,ctid,stockpile,46,40,0.7,0.07540322882430522,0.07539989431423771,0,412,109
HM+S,ctid,stockpile,46,40,0.8,0.06365944733913614,0.06739649292767538,0,412,109
HM+S,ctid,stockpile,46,40,0.9,0.06365944733913614,0.06477907053498438,0,412,109
HM+S,ctid,stockpile,46,40,1.0,0.06435549197468839,0.0637322533992606,0,412,109
HM+S,ctid,stockpile,46,60,0.0,0.13151197789953584,0.10532388305352063,0,412,109
HM+S,ctid,stockpile,46,60,0.1,0.1323982657998755,0.10351847491809614,0,412,109
HM+S,ctid,stockpile,46,60,0.2,0.11362596025924683,0.09863226595010315,0,412,109
HM+S,ctid,stockpile,46,60,0.3,0.10394817593577528,0.09078174084058463,0,412,109
HM+S,ctid,stockpile,46,60,0.4,0.1058173111706061,0.09094375575401913,0,412,109
HM+S,ctid,stockpile,46,60,0.5,0.1039428946173973,0.0918293963787354,0,412,109
HM+S,ctid,stockpile,46,60,0.6,0.10558895264117012,0.08979618617840057,0,412,109
HM+S,ctid,stockpile,46,60,0.7,0.09644320353012371,0.08538385644894356,0,412,109
HM+S,ctid,stockpile,46,60,0.8,0.06823985742824748,0.07332693337335705,0,412,109
HM+S,ctid,stockpile,46,60,0.9,0.062270927764068375,0.06467566836716664,0,412,109
HM+S,ctid,stockpile,46,60,1.0,0.057866579765624634,0.057485137560333154,0,412,109
HM+S,ctid,stockpile,46,80,0.0,0.13151197789953584,0.10532388305352063,0,412,109
HM+S,ctid,stockpile,46,80,0.1,0.1315415433198579,0.1019619768848534,0,412,109
HM+S,ctid,stockpile,46,80,0.2,0.11264786772812113,0.09594043292788636,0,412,109
HM+S,ctid,stockpile,46,80,0.3,0.09735682297111985,0.08926809474727293,0,412,109
HM+S,ctid,stockpile,46,80,0.4,0.10111426253128293,0.09211528966222156,0,412,109
HM+S,ctid,stockpile,46,80,0.5,0.10476666234398568,0.08876434568999206,0,412,109
HM+S,ctid,stockpile,46,80,0.6,0.08959672539866742,0.08276739289240063,0,412,109
HM+S,ctid,stockpile,46,80,0.7,0.08099960009132809,0.07874495250796876,0,412,109
HM+S,ctid,stockpile,46,80,0.8,0.057441098118953114,0.06820207471579848,0,412,109
HM+S,ctid,stockpile,46,80,0.9,0.04115493724176227,0.058036750367296865,0,412,109
HM+S,ctid,stockpile,46,80,1.0,0.037588843448603464,0.05519968775804447,0,412,109
HM+S,ctid,stockpile,46,100,0.0,0.13151197789953584,0.10532388305352063,0,412,109
HM+S,ctid,stockpile,46,100,0.1,0.12130994603377866,0.10099219807681259,0,412,109
HM+S,ctid,stockpile,46,100,0.2,0.10678646155790081,0.09362628523731926,0,412,109
HM+S,ctid,stockpile,46,100,0.3,0.10262025972326246,0.08774867242258588,0,412,109
HM+S,ctid,stockpile,46,100,0.4,0.10191271098708626,0.08339213182031599,0,412,109
HM+S,ctid,stockpile,46,100,0.5,0.08819651354581691,0.08086112819851968,0,412,109
HM+S,ctid,stockpile,46,100,0.6,0.07979177991399367,0.07777218581975745,0,412,109
HM+S,ctid,stockpile,46,100,0.7,0.0727810380964461,0.0731199081007746,0,412,109
HM+S,ctid,stockpile,46,100,0.8,0.05954734347162662,0.06283920964178602,0,412,109
HM+S,ctid,stockpile,46,100,0.9,0.03343523155796175,0.05437446925851928,0,412,109
