held_out_source,method,stratum,group,rows,campaigns,inferentially_eligible,campaign_macro_ndcg5,campaign_macro_hit5,campaign_macro_precision5,campaign_macro_recall5
attack_flow,HM+S,prefix_len,16,11,11,0,0.13937743591429275,0.38181818181818183,0.07636363636363637,0.14545454545454545
attack_flow,HM+S,prefix_len,17,9,9,0,0.15870574581193325,0.6000000000000001,0.12000000000000001,0.24814814814814815
attack_flow,HM+S,prefix_len,18,8,8,0,0.05927526864211585,0.175,0.035,0.07916666666666666
attack_flow,HM+S,prefix_len,19,6,6,0,0.09816002562251487,0.3333333333333333,0.06666666666666667,0.13888888888888887
attack_flow,HM+S,prefix_len,2,34,34,1,0.14228653433576527,0.45294117647058824,0.09058823529411765,0.15588235294117647
attack_flow,HM+S,prefix_len,20,5,5,0,0.1506681870652007,0.4,0.08,0.3
attack_flow,HM+S,prefix_len,21,4,4,0,0.1762749507974863,0.45,0.09,0.325
attack_flow,HM+S,prefix_len,22,3,3,0,0.1979155795847145,0.6666666666666666,0.13333333333333333,0.27777777777777773
attack_flow,HM+S,prefix_len,23,3,3,0,0.2133909219619382,0.6666666666666666,0.13333333333333333,0.3333333333333333
attack_flow,HM+S,prefix_len,24,3,3,0,0.11644884827417372,0.4000000000000001,0.08,0.22222222222222224
attack_flow,HM+S,prefix_len,25,2,2,0,0.05651909315752529,0.3,0.06000000000000001,0.1
attack_flow,HM+S,prefix_len,26,1,1,0,0.0,0.0,0.0,0.0
attack_flow,HM+S,prefix_len,27,1,1,0,0.2960819109658652,1.0,0.2,0.3333333333333333
attack_flow,HM+S,prefix_len,28,1,1,0,0.0,0.0,0.0,0.0
attack_flow,HM+S,prefix_len,29,2,2,0,0.4635058322686614,1.0,0.2,0.6666666666666666
attack_flow,HM+S,prefix_len,3,34,34,1,0.1452954743858821,0.4294117647058823,0.08823529411764708,0.1627450980392157
attack_flow,HM+S,prefix_len,30,1,1,0,0.0,0.0,0.0,0.0
attack_flow,HM+S,prefix_len,31,1,1,0,0.0,0.0,0.0,0.0
attack_flow,HM+S,prefix_len,4,32,32,1,0.13112045887733337,0.4125,0.0825,0.15520833333333334
attack_flow,HM+S,prefix_len,5,28,28,1,0.1393722707440141,0.36428571428571427,0.07428571428571429,0.1464285714285714
attack_flow,HM+S,prefix_len,6,25,25,1,0.16221912311658815,0.41600000000000004,0.09440000000000001,0.172
attack_flow,HM+S,prefix_len,7,23,23,1,0.15283225416833932,0.40869565217391307,0.08347826086956522,0.15942028985507245
attack_flow,HM+S,prefix_len,8,26,26,1,0.10823679042090342,0.3384615384615385,0.06769230769230769,0.16025641025641027
attack_flow,HM+S,prefix_len,9,22,22,1,0.17983453131209062,0.4090909090909091,0.10727272727272728,0.20151515151515154
attack_flow,HM+P,transition_visibility,all_seen,24,13,1,0.24409216579115928,0.5525641025641026,0.12666666666666668,0.3155982905982906
attack_flow,HM+P,transition_visibility,all_unseen,261,35,1,0.09842669294982666,0.29069659378903073,0.05927129154692181,0.12108910028657928
attack_flow,HM+P,transition_visibility,mixed,127,32,1,0.23609622972230132,0.6341363324175824,0.13123660714285715,0.24438539758852257
attack_flow,HM+P,target_label_visibility,all_seen,231,33,1,0.17806764570476818,0.45908393881349985,0.09543707585667227,0.22298255481096477
attack_flow,HM+P,target_label_visibility,all_unseen,9,7,0,0.0,0.0,0.0,0.0
