architecture,held_out_source,inner_training_source,inner_validation_source,learning_rate,seed,epoch,campaign_macro_ndcg5,five_seed_two_source_mean_ndcg5,selected,training_rows,validation_rows
TR,stockpile,ctid,attack_flow,0.001,43,40,0.10611055212363667,0.10954441909688387,0,263,412
TR,stockpile,ctid,attack_flow,0.001,43,60,0.07685035440296525,0.0949448865487387,0,263,412
TR,stockpile,ctid,attack_flow,0.001,43,80,0.08094924672848329,0.09366359373651983,0,263,412
TR,stockpile,ctid,attack_flow,0.001,43,100,0.07555787030216217,0.08775831174911379,0,263,412
TR,stockpile,ctid,attack_flow,0.001,44,20,0.19258534189357762,0.18722094153586538,0,263,412
TR,stockpile,ctid,attack_flow,0.001,44,40,0.10291656460474936,0.10954441909688387,0,263,412
TR,stockpile,ctid,attack_flow,0.001,44,60,0.0910168123164712,0.0949448865487387,0,263,412
TR,stockpile,ctid,attack_flow,0.001,44,80,0.08958669941283204,0.09366359373651983,0,263,412
TR,stockpile,ctid,attack_flow,0.001,44,100,0.08982477641407492,0.08775831174911379,0,263,412
TR,stockpile,ctid,attack_flow,0.001,45,20,0.19901651157980144,0.18722094153586538,0,263,412
TR,stockpile,ctid,attack_flow,0.001,45,40,0.09982486353855795,0.10954441909688387,0,263,412
TR,stockpile,ctid,attack_flow,0.001,45,60,0.07869232309057107,0.0949448865487387,0,263,412
TR,stockpile,ctid,attack_flow,0.001,45,80,0.07607337664419651,0.09366359373651983,0,263,412
TR,stockpile,ctid,attack_flow,0.001,45,100,0.07544651866513137,0.08775831174911379,0,263,412
TR,stockpile,ctid,attack_flow,0.001,46,20,0.18167114931351022,0.18722094153586538,0,263,412
TR,stockpile,ctid,attack_flow,0.001,46,40,0.11131646437553334,0.10954441909688387,0,263,412
TR,stockpile,ctid,attack_flow,0.001,46,60,0.08305719922629597,0.0949448865487387,0,263,412
TR,stockpile,ctid,attack_flow,0.001,46,80,0.08076384230915354,0.09366359373651983,0,263,412
TR,stockpile,ctid,attack_flow,0.001,46,100,0.06731447360904877,0.08775831174911379,0,263,412
TR,stockpile,attack_flow,ctid,0.0003,42,20,0.20970395562418948,0.19695752234735078,1,412,263
TR,stockpile,attack_flow,ctid,0.0003,42,40,0.19546232149999182,0.18926834854174382,0,412,263
TR,stockpile,attack_flow,ctid,0.0003,42,60,0.16797159768233097,0.14692554149899917,0,412,263
TR,stockpile,attack_flow,ctid,0.0003,42,80,0.14886279994058058,0.1239225940444223,0,412,263
TR,stockpile,attack_flow,ctid,0.0003,42,100,0.12441665535547142,0.1132018573984227,0,412,263
TR,stockpile,attack_flow,ctid,0.0003,43,20,0.18604669722001516,0.19695752234735078,1,412,263
TR,stockpile,attack_flow,ctid,0.0003,43,40,0.18282173446711314,0.18926834854174382,0,412,263
TR,stockpile,attack_flow,ctid,0.0003,43,60,0.15398166027289445,0.14692554149899917,0,412,263
TR,stockpile,attack_flow,ctid,0.0003,43,80,0.12747802980248146,0.1239225940444223,0,412,263
TR,stockpile,attack_flow,ctid,0.0003,43,100,0.12066529861193531,0.1132018573984227,0,412,263
TR,stockpile,attack_flow,ctid,0.0003,44,20,0.20277892458217345,0.19695752234735078,1,412,263
TR,stockpile,attack_flow,ctid,0.0003,44,40,0.1911895311954178,0.18926834854174382,0,412,263
TR,stockpile,attack_flow,ctid,0.0003,44,60,0.13998987247819236,0.14692554149899917,0,412,263
TR,stockpile,attack_flow,ctid,0.0003,44,80,0.1154039993756927,0.1239225940444223,0,412,263
TR,stockpile,attack_flow,ctid,0.0003,44,100,0.10809688950571092,0.1132018573984227,0,412,263
TR,stockpile,attack_flow,ctid,0.0003,45,20,0.2046176546323076,0.19695752234735078,1,412,263
TR,stockpile,attack_flow,ctid,0.0003,45,40,0.17104006909950784,0.18926834854174382,0,412,263
TR,stockpile,attack_flow,ctid,0.0003,45,60,0.136119699503345,0.14692554149899917,0,412,263
TR,stockpile,attack_flow,ctid,0.0003,45,80,0.11323190502361329,0.1239225940444223,0,412,263
TR,stockpile,attack_flow,ctid,0.0003,45,100,0.10539641261336996,0.1132018573984227,0,412,263
TR,stockpile,attack_flow,ctid,0.0003,46,20,0.19055882268485566,0.19695752234735078,1,412,263
TR,stockpile,attack_flow,ctid,0.0003,46,40,0.1891631396176295,0.18926834854174382,0,412,263
TR,stockpile,attack_flow,ctid,0.0003,46,60,0.1629823266033898,0.14692554149899917,0,412,263
TR,stockpile,attack_flow,ctid,0.0003,46,80,0.1448357782787501,0.1239225940444223,0,412,263
TR,stockpile,attack_flow,ctid,0.0003,46,100,0.12113905774257978,0.1132018573984227,0,412,263
TR,stockpile,attack_flow,ctid,0.001,42,20,0.17256454114583653,0.18722094153586538,0,412,263
TR,stockpile,attack_flow,ctid,0.001,42,40,0.12502643581605516,0.10954441909688387,0,412,263
TR,stockpile,attack_flow,ctid,0.001,42,60,0.10886160001286352,0.0949448865487387,0,412,263
TR,stockpile,attack_flow,ctid,0.001,42,80,0.12222809787621311,0.09366359373651983,0,412,263
TR,stockpile,attack_flow,ctid,0.001,42,100,0.09724826738094497,0.08775831174911379,0,412,263
TR,stockpile,attack_flow,ctid,0.001,43,20,0.1802783082444454,0.18722094153586538,0,412,263
TR,stockpile,attack_flow,ctid,0.001,43,40,0.09367401065715521,0.10954441909688387,0,412,263
TR,stockpile,attack_flow,ctid,0.001,43,60,0.10990001200760058,0.0949448865487387,0,412,263
TR,stockpile,attack_flow,ctid,0.001,43,80,0.10701540403606624,0.09366359373651983,0,412,263
TR,stockpile,attack_flow,ctid,0.001,43,100,0.09946421129717144,0.08775831174911379,0,412,263
TR,stockpile,attack_flow,ctid,0.001,44,20,0.19280330645240154,0.18722094153586538,0,412,263
TR,stockpile,attack_flow,ctid,0.001,44,40,0.10105563027666205,0.10954441909688387,0,412,263
TR,stockpile,attack_flow,ctid,0.001,44,60,0.08838887910553783,0.0949448865487387,0,412,263
TR,stockpile,attack_flow,ctid,0.001,44,80,0.0812885851317422,0.09366359373651983,0,412,263
TR,stockpile,attack_flow,ctid,0.001,44,100,0.07995273814723514,0.08775831174911379,0,412,263
TR,stockpile,attack_flow,ctid,0.001,45,20,0.17833029180898402,0.18722094153586538,0,412,263
TR,stockpile,attack_flow,ctid,0.001,45,40,0.11081723697098307,0.10954441909688387,0,412,263
TR,stockpile,attack_flow,ctid,0.001,45,60,0.0916863330317306,0.0949448865487387,0,412,263
TR,stockpile,attack_flow,ctid,0.001,45,80,0.08877086121358577,0.09366359373651983,0,412,263
TR,stockpile,attack_flow,ctid,0.001,45,100,0.08291712811358201,0.08775831174911379,0,412,263
TR,stockpile,attack_flow,ctid,0.001,46,20,0.19381736826832052,0.18722094153586538,0,412,263
TR,stockpile,attack_flow,ctid,0.001,46,40,0.12723686627511682,0.10954441909688387,0,412,263
TR,stockpile,attack_flow,ctid,0.001,46,60,0.10533036095186413,0.0949448865487387,0,412,263
TR,stockpile,attack_flow,ctid,0.001,46,80,0.10321142780435788,0.09366359373651983,0,412,263
TR,stockpile,attack_flow,ctid,0.001,46,100,0.10142020528622638,0.08775831174911379,0,412,263
