method,held_out_source,inner_validation_source,seed,epoch,w_h,w_s,w_t,campaign_macro_ndcg5,five_seed_two_source_mean_ndcg5,selected,training_rows,validation_rows
HM+ST,ctid,stockpile,42,100,0.1,0.9,0.0,0.03667167570133305,0.05437446925851928,0,412,109
HM+ST,ctid,stockpile,42,100,0.0,0.9,0.1,0.03371273520008132,0.05281316036094306,0,412,109
HM+ST,ctid,stockpile,42,100,0.0,1.0,0.0,0.028878559424451944,0.05285116417196402,0,412,109
HM+ST,ctid,stockpile,42,20,1.0,0.0,0.0,0.13376743719758546,0.10532388305352063,0,412,109
HM+ST,ctid,stockpile,42,20,0.9,0.0,0.1,0.13832922730923317,0.10498726373403702,0,412,109
HM+ST,ctid,stockpile,42,20,0.8,0.0,0.2,0.13409206745531688,0.10232370808375883,0,412,109
HM+ST,ctid,stockpile,42,20,0.7,0.0,0.3,0.14002793160143834,0.10139327869456416,0,412,109
HM+ST,ctid,stockpile,42,20,0.6,0.0,0.4,0.14199111721549554,0.09940345772092564,0,412,109
HM+ST,ctid,stockpile,42,20,0.5,0.0,0.5,0.14306841698149741,0.09955241871302405,0,412,109
HM+ST,ctid,stockpile,42,20,0.4,0.0,0.6,0.1374108071005873,0.0991013289816245,0,412,109
HM+ST,ctid,stockpile,42,20,0.3,0.0,0.7,0.13307650210041405,0.09354187675084433,0,412,109
HM+ST,ctid,stockpile,42,20,0.2,0.0,0.8,0.11238824318983129,0.0824690489801879,0,412,109
HM+ST,ctid,stockpile,42,20,0.1,0.0,0.9,0.10756007924882034,0.08562426739887562,0,412,109
HM+ST,ctid,stockpile,42,20,0.0,0.0,1.0,0.01652605476954228,0.021884687257427662,0,412,109
HM+ST,ctid,stockpile,42,20,0.9,0.1,0.0,0.13556300889138043,0.10440395466678454,0,412,109
HM+ST,ctid,stockpile,42,20,0.8,0.1,0.1,0.14433202874227774,0.10919916351624945,0,412,109
HM+ST,ctid,stockpile,42,20,0.7,0.1,0.2,0.1458947568964152,0.10762677357539885,0,412,109
HM+ST,ctid,stockpile,42,20,0.6,0.1,0.3,0.14783040180245466,0.10144877504386936,0,412,109
HM+ST,ctid,stockpile,42,20,0.5,0.1,0.4,0.1344250202394334,0.09818963608710606,0,412,109
HM+ST,ctid,stockpile,42,20,0.4,0.1,0.5,0.14393426883650928,0.09849298504051954,0,412,109
HM+ST,ctid,stockpile,42,20,0.3,0.1,0.6,0.14291031373818025,0.0991830403624474,0,412,109
HM+ST,ctid,stockpile,42,20,0.2,0.1,0.7,0.13919300159948916,0.09594782578222194,0,412,109
HM+ST,ctid,stockpile,42,20,0.1,0.1,0.8,0.1208054428659224,0.08745083547397334,0,412,109
HM+ST,ctid,stockpile,42,20,0.0,0.1,0.9,0.10132902640074087,0.07652524589583651,0,412,109
HM+ST,ctid,stockpile,42,20,0.8,0.2,0.0,0.115722395747896,0.09653060411595736,0,412,109
HM+ST,ctid,stockpile,42,20,0.7,0.2,0.1,0.12053208317957435,0.10392540190632885,0,412,109
HM+ST,ctid,stockpile,42,20,0.6,0.2,0.2,0.14208510461837498,0.10367513456388996,0,412,109
HM+ST,ctid,stockpile,42,20,0.5,0.2,0.3,0.14266362496421683,0.0981850081763426,0,412,109
HM+ST,ctid,stockpile,42,20,0.4,0.2,0.4,0.11886544532517489,0.08902840447513002,0,412,109
HM+ST,ctid,stockpile,42,20,0.3,0.2,0.5,0.11801303860687788,0.09105169786494506,0,412,109
HM+ST,ctid,stockpile,42,20,0.2,0.2,0.6,0.11998265151288383,0.08634209698713183,0,412,109
HM+ST,ctid,stockpile,42,20,0.1,0.2,0.7,0.11026059064187956,0.08204310116202242,0,412,109
HM+ST,ctid,stockpile,42,20,0.0,0.2,0.8,0.09811028694450859,0.07463837539142987,0,412,109
HM+ST,ctid,stockpile,42,20,0.7,0.3,0.0,0.10471042027308375,0.09243884805813281,0,412,109
HM+ST,ctid,stockpile,42,20,0.6,0.3,0.1,0.11106654200548594,0.0903418222980832,0,412,109
HM+ST,ctid,stockpile,42,20,0.5,0.3,0.2,0.11331904422328266,0.09083772338967495,0,412,109
HM+ST,ctid,stockpile,42,20,0.4,0.3,0.3,0.10624000755894754,0.08653078959984697,0,412,109
HM+ST,ctid,stockpile,42,20,0.3,0.3,0.4,0.1224570511827307,0.08806244224150994,0,412,109
HM+ST,ctid,stockpile,42,20,0.2,0.3,0.5,0.11626513348466813,0.08477087399722043,0,412,109
HM+ST,ctid,stockpile,42,20,0.1,0.3,0.6,0.10463501306604833,0.07828352187585219,0,412,109
HM+ST,ctid,stockpile,42,20,0.0,0.3,0.7,0.09168257292735105,0.06902174184386259,0,412,109
HM+ST,ctid,stockpile,42,20,0.6,0.4,0.0,0.09547217405012673,0.08827106773859855,0,412,109
HM+ST,ctid,stockpile,42,20,0.5,0.4,0.1,0.10730916268857411,0.08953287159604315,0,412,109
HM+ST,ctid,stockpile,42,20,0.4,0.4,0.2,0.10933461394750735,0.08985224972919041,0,412,109
HM+ST,ctid,stockpile,42,20,0.3,0.4,0.3,0.10557443920915548,0.08377368332834792,0,412,109
HM+ST,ctid,stockpile,42,20,0.2,0.4,0.4,0.11010877576283863,0.0807281883389272,0,412,109
HM+ST,ctid,stockpile,42,20,0.1,0.4,0.5,0.10135603407928316,0.07666374173361427,0,412,109
HM+ST,ctid,stockpile,42,20,0.0,0.4,0.6,0.09748380831427815,0.07238633114620785,0,412,109
HM+ST,ctid,stockpile,42,20,0.5,0.5,0.0,0.1004821510113021,0.0867179484484486,0,412,109
HM+ST,ctid,stockpile,42,20,0.4,0.5,0.1,0.11325199191027172,0.08787184983015324,0,412,109
HM+ST,ctid,stockpile,42,20,0.3,0.5,0.2,0.10365404324707798,0.08448018217178302,0,412,109
HM+ST,ctid,stockpile,42,20,0.2,0.5,0.3,0.09716435346911946,0.07991339434368888,0,412,109
HM+ST,ctid,stockpile,42,20,0.1,0.5,0.4,0.09002324481795917,0.07339589217416002,0,412,109
HM+ST,ctid,stockpile,42,20,0.0,0.5,0.5,0.07251510960575411,0.061124748856792734,0,412,109
HM+ST,ctid,stockpile,42,20,0.4,0.6,0.0,0.07836240671722187,0.0776557026730822,0,412,109
HM+ST,ctid,stockpile,42,20,0.3,0.6,0.1,0.09797460983072893,0.08003477387347249,0,412,109
HM+ST,ctid,stockpile,42,20,0.2,0.6,0.2,0.07070882835724239,0.07383419386182213,0,412,109
HM+ST,ctid,stockpile,42,20,0.1,0.6,0.3,0.07169214396559968,0.06931664886416997,0,412,109
HM+ST,ctid,stockpile,42,20,0.0,0.6,0.4,0.06398285819857319,0.060059377666504786,0,412,109
HM+ST,ctid,stockpile,42,20,0.3,0.7,0.0,0.0689746166726204,0.06663704552579663,0,412,109
HM+ST,ctid,stockpile,42,20,0.2,0.7,0.1,0.06908890854832157,0.06601216685573734,0,412,109
HM+ST,ctid,stockpile,42,20,0.1,0.7,0.2,0.06319524986673719,0.06540575763057538,0,412,109
HM+ST,ctid,stockpile,42,20,0.0,0.7,0.3,0.06719474026140616,0.0633645441766615,0,412,109
HM+ST,ctid,stockpile,42,20,0.2,0.8,0.0,0.06494301131859778,0.06374769085903953,0,412,109
HM+ST,ctid,stockpile,42,20,0.1,0.8,0.1,0.06254016196134492,0.06278994867744508,0,412,109
HM+ST,ctid,stockpile,42,20,0.0,0.8,0.2,0.0672223147709892,0.06391148371581304,0,412,109
HM+ST,ctid,stockpile,42,20,0.1,0.9,0.0,0.06312662777168719,0.062493278189076185,0,412,109
HM+ST,ctid,stockpile,42,20,0.0,0.9,0.1,0.06311068388584083,0.06213476148018867,0,412,109
HM+ST,ctid,stockpile,42,20,0.0,1.0,0.0,0.06349964701263151,0.062624718599025,0,412,109
HM+ST,ctid,stockpile,42,40,1.0,0.0,0.0,0.13376743719758546,0.10532388305352063,0,412,109
HM+ST,ctid,stockpile,42,40,0.9,0.0,0.1,0.13832922730923317,0.10498726373403702,0,412,109
HM+ST,ctid,stockpile,42,40,0.8,0.0,0.2,0.13409206745531688,0.10232370808375883,0,412,109
HM+ST,ctid,stockpile,42,40,0.7,0.0,0.3,0.14002793160143834,0.10139327869456416,0,412,109
HM+ST,ctid,stockpile,42,40,0.6,0.0,0.4,0.14199111721549554,0.09940345772092564,0,412,109
HM+ST,ctid,stockpile,42,40,0.5,0.0,0.5,0.14306841698149741,0.09955241871302405,0,412,109
HM+ST,ctid,stockpile,42,40,0.4,0.0,0.6,0.1374108071005873,0.0991013289816245,0,412,109
HM+ST,ctid,stockpile,42,40,0.3,0.0,0.7,0.13307650210041405,0.09354187675084433,0,412,109
HM+ST,ctid,stockpile,42,40,0.2,0.0,0.8,0.11238824318983129,0.0824690489801879,0,412,109
HM+ST,ctid,stockpile,42,40,0.1,0.0,0.9,0.10756007924882034,0.08562426739887562,0,412,109
HM+ST,ctid,stockpile,42,40,0.0,0.0,1.0,0.01652605476954228,0.021884687257427662,0,412,109
HM+ST,ctid,stockpile,42,40,0.9,0.1,0.0,0.13542376033362616,0.10414028527727175,0,412,109
HM+ST,ctid,stockpile,42,40,0.8,0.1,0.1,0.14196392835703994,0.10979492500818744,0,412,109
HM+ST,ctid,stockpile,42,40,0.7,0.1,0.2,0.1455832368844764,0.1078932355379841,0,412,109
HM+ST,ctid,stockpile,42,40,0.6,0.1,0.3,0.14872144473270102,0.10145824781174509,0,412,109
HM+ST,ctid,stockpile,42,40,0.5,0.1,0.4,0.14088299942433058,0.09744571988520952,0,412,109
HM+ST,ctid,stockpile,42,40,0.4,0.1,0.5,0.13367287366498126,0.09695331583036859,0,412,109
HM+ST,ctid,stockpile,42,40,0.3,0.1,0.6,0.14008661777419937,0.09724715037587114,0,412,109
HM+ST,ctid,stockpile,42,40,0.2,0.1,0.7,0.13929757006676452,0.09631052829218116,0,412,109
HM+ST,ctid,stockpile,42,40,0.1,0.1,0.8,0.11414092955499718,0.0862912199882301,0,412,109
HM+ST,ctid,stockpile,42,40,0.0,0.1,0.9,0.10132902640074087,0.07561735224222654,0,412,109
HM+ST,ctid,stockpile,42,40,0.8,0.2,0.0,0.11250284723477805,0.09735717301595644,0,412,109
HM+ST,ctid,stockpile,42,40,0.7,0.2,0.1,0.14115892096366908,0.10967612693211268,0,412,109
HM+ST,ctid,stockpile,42,40,0.6,0.2,0.2,0.13819981013987115,0.10515796669974067,0,412,109
HM+ST,ctid,stockpile,42,40,0.5,0.2,0.3,0.1340858768483397,0.0982809780074823,0,412,109
HM+ST,ctid,stockpile,42,40,0.4,0.2,0.4,0.14071925777889058,0.09650257377597661,0,412,109
HM+ST,ctid,stockpile,42,40,0.3,0.2,0.5,0.12116686590807567,0.0936032243678301,0,412,109
HM+ST,ctid,stockpile,42,40,0.2,0.2,0.6,0.11484121671667129,0.08976055358596803,0,412,109
HM+ST,ctid,stockpile,42,40,0.1,0.2,0.7,0.10521355623246646,0.07891127544990763,0,412,109
HM+ST,ctid,stockpile,42,40,0.0,0.2,0.8,0.09707935604270103,0.07469459230577533,0,412,109
HM+ST,ctid,stockpile,42,40,0.7,0.3,0.0,0.10476468846956208,0.0922530311474256,0,412,109
HM+ST,ctid,stockpile,42,40,0.6,0.3,0.1,0.11425436718282456,0.09215509097809985,0,412,109
HM+ST,ctid,stockpile,42,40,0.5,0.3,0.2,0.11201650951878926,0.09301827109942004,0,412,109
HM+ST,ctid,stockpile,42,40,0.4,0.3,0.3,0.12052578370097677,0.0934261236057336,0,412,109
HM+ST,ctid,stockpile,42,40,0.3,0.3,0.4,0.11766021732657167,0.0872966596798773,0,412,109
HM+ST,ctid,stockpile,42,40,0.2,0.3,0.5,0.11772419005020217,0.08652906665790047,0,412,109
HM+ST,ctid,stockpile,42,40,0.1,0.3,0.6,0.11422585599025649,0.08362726938279061,0,412,109
HM+ST,ctid,stockpile,42,40,0.0,0.3,0.7,0.09246556018589633,0.07174232306649578,0,412,109
HM+ST,ctid,stockpile,42,40,0.6,0.4,0.0,0.10080813665169244,0.09142850606097933,0,412,109
HM+ST,ctid,stockpile,42,40,0.5,0.4,0.1,0.1112431363767902,0.09129360657500692,0,412,109
HM+ST,ctid,stockpile,42,40,0.4,0.4,0.2,0.1077030418710125,0.09009440890996726,0,412,109
HM+ST,ctid,stockpile,42,40,0.3,0.4,0.3,0.10777436993147119,0.09056453163453383,0,412,109
HM+ST,ctid,stockpile,42,40,0.2,0.4,0.4,0.116080765991365,0.08690346775185621,0,412,109
HM+ST,ctid,stockpile,42,40,0.1,0.4,0.5,0.10029498095374757,0.07957504405906876,0,412,109
HM+ST,ctid,stockpile,42,40,0.0,0.4,0.6,0.08863259842357928,0.06946202629074785,0,412,109
HM+ST,ctid,stockpile,42,40,0.5,0.5,0.0,0.09461432364333835,0.08979157776396304,0,412,109
HM+ST,ctid,stockpile,42,40,0.4,0.5,0.1,0.1071669912081334,0.08989861432466525,0,412,109
HM+ST,ctid,stockpile,42,40,0.3,0.5,0.2,0.1050529726416068,0.0899888868045426,0,412,109
HM+ST,ctid,stockpile,42,40,0.2,0.5,0.3,0.10142969788496606,0.08675553058977706,0,412,109
HM+ST,ctid,stockpile,42,40,0.1,0.5,0.4,0.10191733709091612,0.07870662215934827,0,412,109
HM+ST,ctid,stockpile,42,40,0.0,0.5,0.5,0.07306014846253693,0.06761578843796326,0,412,109
HM+ST,ctid,stockpile,42,40,0.4,0.6,0.0,0.09988872375371824,0.0881541949104075,0,412,109
HM+ST,ctid,stockpile,42,40,0.3,0.6,0.1,0.0936016876929099,0.08493820545916309,0,412,109
HM+ST,ctid,stockpile,42,40,0.2,0.6,0.2,0.09481160611634225,0.08381598036099137,0,412,109
HM+ST,ctid,stockpile,42,40,0.1,0.6,0.3,0.09251232244081464,0.08163319754627656,0,412,109
HM+ST,ctid,stockpile,42,40,0.0,0.6,0.4,0.07152560533722543,0.06465194018859516,0,412,109
HM+ST,ctid,stockpile,42,40,0.3,0.7,0.0,0.07087602088714273,0.07539989431423771,0,412,109
HM+ST,ctid,stockpile,42,40,0.2,0.7,0.1,0.06137382013705623,0.07528707056203712,0,412,109
HM+ST,ctid,stockpile,42,40,0.1,0.7,0.2,0.06966542677372399,0.07037588299872402,0,412,109
HM+ST,ctid,stockpile,42,40,0.0,0.7,0.3,0.06370929708808128,0.06598090812909646,0,412,109
HM+ST,ctid,stockpile,42,40,0.2,0.8,0.0,0.06669710763425479,0.06739649292767538,0,412,109
HM+ST,ctid,stockpile,42,40,0.1,0.8,0.1,0.06224208905936851,0.06599086122461602,0,412,109
HM+ST,ctid,stockpile,42,40,0.0,0.8,0.2,0.06261010134981682,0.06361011845422343,0,412,109
HM+ST,ctid,stockpile,42,40,0.1,0.9,0.0,0.06365944733913614,0.06477907053498438,0,412,109
HM+ST,ctid,stockpile,42,40,0.0,0.9,0.1,0.06173096022567277,0.0626062657439272,0,412,109
HM+ST,ctid,stockpile,42,40,0.0,1.0,0.0,0.06499564859721345,0.0637322533992606,0,412,109
HM+ST,ctid,stockpile,42,60,1.0,0.0,0.0,0.13376743719758546,0.10532388305352063,0,412,109
HM+ST,ctid,stockpile,42,60,0.9,0.0,0.1,0.13832922730923317,0.10498726373403702,0,412,109
HM+ST,ctid,stockpile,42,60,0.8,0.0,0.2,0.13409206745531688,0.10232370808375883,0,412,109
HM+ST,ctid,stockpile,42,60,0.7,0.0,0.3,0.14002793160143834,0.10139327869456416,0,412,109
HM+ST,ctid,stockpile,42,60,0.6,0.0,0.4,0.14199111721549554,0.09940345772092564,0,412,109
HM+ST,ctid,stockpile,42,60,0.5,0.0,0.5,0.14306841698149741,0.09955241871302405,0,412,109
HM+ST,ctid,stockpile,42,60,0.4,0.0,0.6,0.1374108071005873,0.0991013289816245,0,412,109
HM+ST,ctid,stockpile,42,60,0.3,0.0,0.7,0.13307650210041405,0.09354187675084433,0,412,109
HM+ST,ctid,stockpile,42,60,0.2,0.0,0.8,0.11238824318983129,0.0824690489801879,0,412,109
HM+ST,ctid,stockpile,42,60,0.1,0.0,0.9,0.10756007924882034,0.08562426739887562,0,412,109
HM+ST,ctid,stockpile,42,60,0.0,0.0,1.0,0.01652605476954228,0.021884687257427662,0,412,109
HM+ST,ctid,stockpile,42,60,0.9,0.1,0.0,0.12969306901059754,0.10351847491809614,0,412,109
HM+ST,ctid,stockpile,42,60,0.8,0.1,0.1,0.14182081228360513,0.1101319076464173,0,412,109
HM+ST,ctid,stockpile,42,60,0.7,0.1,0.2,0.1453675047045277,0.10796414137850478,0,412,109
HM+ST,ctid,stockpile,42,60,0.6,0.1,0.3,0.14629439289379384,0.10217998750305313,0,412,109
HM+ST,ctid,stockpile,42,60,0.5,0.1,0.4,0.14255002699857067,0.0981153761977245,0,412,109
HM+ST,ctid,stockpile,42,60,0.4,0.1,0.5,0.1374977735020908,0.09661352867579052,0,412,109
HM+ST,ctid,stockpile,42,60,0.3,0.1,0.6,0.14022973384763415,0.09630745367658908,0,412,109
HM+ST,ctid,stockpile,42,60,0.2,0.1,0.7,0.13420536817684958,0.09259199416307845,0,412,109
HM+ST,ctid,stockpile,42,60,0.1,0.1,0.8,0.11351337142541598,0.08482364774751991,0,412,109
HM+ST,ctid,stockpile,42,60,0.0,0.1,0.9,0.09175372277437657,0.07202615315330205,0,412,109
HM+ST,ctid,stockpile,42,60,0.8,0.2,0.0,0.11477102321628847,0.09863226595010315,0,412,109
HM+ST,ctid,stockpile,42,60,0.7,0.2,0.1,0.1430358699690923,0.11026351363061268,1,412,109
HM+ST,ctid,stockpile,42,60,0.6,0.2,0.2,0.13315354918349023,0.10274434106775762,0,412,109
HM+ST,ctid,stockpile,42,60,0.5,0.2,0.3,0.13926954641396128,0.09831518571566664,0,412,109
HM+ST,ctid,stockpile,42,60,0.4,0.2,0.4,0.13676799611003407,0.09450013841230506,0,412,109
HM+ST,ctid,stockpile,42,60,0.3,0.2,0.5,0.14037763571247652,0.09746520758843767,0,412,109
HM+ST,ctid,stockpile,42,60,0.2,0.2,0.6,0.12274339726579592,0.08838366814360936,0,412,109
HM+ST,ctid,stockpile,42,60,0.1,0.2,0.7,0.09864582475663342,0.0741529375316157,0,412,109
HM+ST,ctid,stockpile,42,60,0.0,0.2,0.8,0.07271203275632028,0.06466744841128773,0,412,109
HM+ST,ctid,stockpile,42,60,0.7,0.3,0.0,0.10587059641203264,0.09078174084058463,0,412,109
HM+ST,ctid,stockpile,42,60,0.6,0.3,0.1,0.11015918854508897,0.09182075247590685,0,412,109
HM+ST,ctid,stockpile,42,60,0.5,0.3,0.2,0.11406449937433248,0.09261693784999003,0,412,109
HM+ST,ctid,stockpile,42,60,0.4,0.3,0.3,0.10985975236390709,0.08822281356319721,0,412,109
HM+ST,ctid,stockpile,42,60,0.3,0.3,0.4,0.11806119507037172,0.08706699896264457,0,412,109
HM+ST,ctid,stockpile,42,60,0.2,0.3,0.5,0.118989492417398,0.08512589401297838,0,412,109
HM+ST,ctid,stockpile,42,60,0.1,0.3,0.6,0.11221479666508843,0.08038996181391558,0,412,109
HM+ST,ctid,stockpile,42,60,0.0,0.3,0.7,0.07803305943992153,0.0679910258292302,0,412,109
HM+ST,ctid,stockpile,42,60,0.6,0.4,0.0,0.09871926149726719,0.09094375575401913,0,412,109
HM+ST,ctid,stockpile,42,60,0.5,0.4,0.1,0.10742488468073906,0.09169719630021245,0,412,109
HM+ST,ctid,stockpile,42,60,0.4,0.4,0.2,0.10760482105385255,0.0900245652214877,0,412,109
HM+ST,ctid,stockpile,42,60,0.3,0.4,0.3,0.10929808990289051,0.0901088309907007,0,412,109
HM+ST,ctid,stockpile,42,60,0.2,0.4,0.4,0.12203227262868264,0.08703919022522093,0,412,109
HM+ST,ctid,stockpile,42,60,0.1,0.4,0.5,0.10678582975383653,0.07893400168699652,0,412,109
HM+ST,ctid,stockpile,42,60,0.0,0.4,0.6,0.07497475938083197,0.06503633209821133,0,412,109
HM+ST,ctid,stockpile,42,60,0.5,0.5,0.0,0.10395611334369148,0.0918293963787354,0,412,109
HM+ST,ctid,stockpile,42,60,0.4,0.5,0.1,0.11459508191497231,0.09196399543201973,0,412,109
HM+ST,ctid,stockpile,42,60,0.3,0.5,0.2,0.11174563926779768,0.08967609424425013,0,412,109
HM+ST,ctid,stockpile,42,60,0.2,0.5,0.3,0.10850593855295683,0.08651884838964422,0,412,109
HM+ST,ctid,stockpile,42,60,0.1,0.5,0.4,0.09958790004506508,0.07692809189926765,0,412,109
HM+ST,ctid,stockpile,42,60,0.0,0.5,0.5,0.08505224266820838,0.06663789993040647,0,412,109
HM+ST,ctid,stockpile,42,60,0.4,0.6,0.0,0.10102327031915091,0.08979618617840057,0,412,109
HM+ST,ctid,stockpile,42,60,0.3,0.6,0.1,0.1037193447991312,0.08754175365115036,0,412,109
HM+ST,ctid,stockpile,42,60,0.2,0.6,0.2,0.09790597605527393,0.08473290749002257,0,412,109
HM+ST,ctid,stockpile,42,60,0.1,0.6,0.3,0.09375358949229737,0.08068365058390585,0,412,109
HM+ST,ctid,stockpile,42,60,0.0,0.6,0.4,0.06108151004255991,0.06641684000458492,0,412,109
HM+ST,ctid,stockpile,42,60,0.3,0.7,0.0,0.09394522873697121,0.08538385644894356,0,412,109
HM+ST,ctid,stockpile,42,60,0.2,0.7,0.1,0.08952640103038173,0.08195542410543852,0,412,109
HM+ST,ctid,stockpile,42,60,0.1,0.7,0.2,0.08038328720547883,0.0741214956213883,0,412,109
HM+ST,ctid,stockpile,42,60,0.0,0.7,0.3,0.059269024226303875,0.06810122130707671,0,412,109
HM+ST,ctid,stockpile,42,60,0.2,0.8,0.0,0.06214653279839264,0.07332693337335705,0,412,109
HM+ST,ctid,stockpile,42,60,0.1,0.8,0.1,0.06422351820464191,0.06886742564229209,0,412,109
HM+ST,ctid,stockpile,42,60,0.0,0.8,0.2,0.05720631252497444,0.060848177879072485,0,412,109
HM+ST,ctid,stockpile,42,60,0.1,0.9,0.0,0.05933330282541394,0.06467566836716664,0,412,109
HM+ST,ctid,stockpile,42,60,0.0,0.9,0.1,0.041561055786044424,0.058004243479169694,0,412,109
HM+ST,ctid,stockpile,42,60,0.0,1.0,0.0,0.043149176921199704,0.057485137560333154,0,412,109
HM+ST,ctid,stockpile,42,80,1.0,0.0,0.0,0.13376743719758546,0.10532388305352063,0,412,109
HM+ST,ctid,stockpile,42,80,0.9,0.0,0.1,0.13832922730923317,0.10498726373403702,0,412,109
HM+ST,ctid,stockpile,42,80,0.8,0.0,0.2,0.13409206745531688,0.10232370808375883,0,412,109
HM+ST,ctid,stockpile,42,80,0.7,0.0,0.3,0.14002793160143834,0.10139327869456416,0,412,109
HM+ST,ctid,stockpile,42,80,0.6,0.0,0.4,0.14199111721549554,0.09940345772092564,0,412,109
HM+ST,ctid,stockpile,42,80,0.5,0.0,0.5,0.14306841698149741,0.09955241871302405,0,412,109
HM+ST,ctid,stockpile,42,80,0.4,0.0,0.6,0.1374108071005873,0.0991013289816245,0,412,109
HM+ST,ctid,stockpile,42,80,0.3,0.0,0.7,0.13307650210041405,0.09354187675084433,0,412,109
HM+ST,ctid,stockpile,42,80,0.2,0.0,0.8,0.11238824318983129,0.0824690489801879,0,412,109
HM+ST,ctid,stockpile,42,80,0.1,0.0,0.9,0.10756007924882034,0.08562426739887562,0,412,109
HM+ST,ctid,stockpile,42,80,0.0,0.0,1.0,0.01652605476954228,0.021884687257427662,0,412,109
HM+ST,ctid,stockpile,42,80,0.9,0.1,0.0,0.12990696092317575,0.1019619768848534,0,412,109
HM+ST,ctid,stockpile,42,80,0.8,0.1,0.1,0.13604786860799306,0.10675588492724095,0,412,109
HM+ST,ctid,stockpile,42,80,0.7,0.1,0.2,0.1427635398237633,0.10642155286583513,0,412,109
HM+ST,ctid,stockpile,42,80,0.6,0.1,0.3,0.14739221454178938,0.10095220023742901,0,412,109
HM+ST,ctid,stockpile,42,80,0.5,0.1,0.4,0.14171401716444185,0.09746754412072538,0,412,109
HM+ST,ctid,stockpile,42,80,0.4,0.1,0.5,0.13769763444311542,0.09603196786516796,0,412,109
HM+ST,ctid,stockpile,42,80,0.3,0.1,0.6,0.13802790577117688,0.09568048900332514,0,412,109
HM+ST,ctid,stockpile,42,80,0.2,0.1,0.7,0.1168820720451093,0.08489775202236668,0,412,109
HM+ST,ctid,stockpile,42,80,0.1,0.1,0.8,0.10138046894053993,0.07872225399709158,0,412,109
HM+ST,ctid,stockpile,42,80,0.0,0.1,0.9,0.08586954019482061,0.06882926291893049,0,412,109
HM+ST,ctid,stockpile,42,80,0.8,0.2,0.0,0.09915719602052556,0.09594043292788636,0,412,109
HM+ST,ctid,stockpile,42,80,0.7,0.2,0.1,0.1413685902676232,0.10816911400759896,0,412,109
HM+ST,ctid,stockpile,42,80,0.6,0.2,0.2,0.13055082777725283,0.10094403899979869,0,412,109
HM+ST,ctid,stockpile,42,80,0.5,0.2,0.3,0.13008371078308612,0.09284495583454584,0,412,109
HM+ST,ctid,stockpile,42,80,0.4,0.2,0.4,0.1253908995363852,0.08920407780116879,0,412,109
HM+ST,ctid,stockpile,42,80,0.3,0.2,0.5,0.11622488722162953,0.08815980038266372,0,412,109
HM+ST,ctid,stockpile,42,80,0.2,0.2,0.6,0.10050337096415124,0.07722477236023208,0,412,109
HM+ST,ctid,stockpile,42,80,0.1,0.2,0.7,0.07925170299041927,0.06683509744182208,0,412,109
HM+ST,ctid,stockpile,42,80,0.0,0.2,0.8,0.06198798952505305,0.05866398711301679,0,412,109
HM+ST,ctid,stockpile,42,80,0.7,0.3,0.0,0.0986624463945146,0.08926809474727293,0,412,109
HM+ST,ctid,stockpile,42,80,0.6,0.3,0.1,0.10484055543957052,0.09047628463510618,0,412,109
HM+ST,ctid,stockpile,42,80,0.5,0.3,0.2,0.1157279992782134,0.092767275295214,0,412,109
HM+ST,ctid,stockpile,42,80,0.4,0.3,0.3,0.10601323855557394,0.08555972164838355,0,412,109
HM+ST,ctid,stockpile,42,80,0.3,0.3,0.4,0.10874852491539357,0.08199499262176799,0,412,109
HM+ST,ctid,stockpile,42,80,0.2,0.3,0.5,0.09181874338319608,0.07487548688720772,0,412,109
HM+ST,ctid,stockpile,42,80,0.1,0.3,0.6,0.08393537664044988,0.06903088330304231,0,412,109
HM+ST,ctid,stockpile,42,80,0.0,0.3,0.7,0.0642392190531862,0.058076491680676065,0,412,109
HM+ST,ctid,stockpile,42,80,0.6,0.4,0.0,0.10137613064907852,0.09211528966222156,0,412,109
HM+ST,ctid,stockpile,42,80,0.5,0.4,0.1,0.10152986154348144,0.08816789239867542,0,412,109
HM+ST,ctid,stockpile,42,80,0.4,0.4,0.2,0.10058515060653603,0.0870569622567209,0,412,109
HM+ST,ctid,stockpile,42,80,0.3,0.4,0.3,0.10616626338179973,0.08624828054452763,0,412,109
HM+ST,ctid,stockpile,42,80,0.2,0.4,0.4,0.11001626232572087,0.08040401303547288,0,412,109
HM+ST,ctid,stockpile,42,80,0.1,0.4,0.5,0.0798053173980646,0.06660833402953359,0,412,109
HM+ST,ctid,stockpile,42,80,0.0,0.4,0.6,0.060076963834525286,0.0546884399868716,0,412,109
HM+ST,ctid,stockpile,42,80,0.5,0.5,0.0,0.08974162233663067,0.08876434568999206,0,412,109
HM+ST,ctid,stockpile,42,80,0.4,0.5,0.1,0.09364403225811523,0.08635674227265952,0,412,109
HM+ST,ctid,stockpile,42,80,0.3,0.5,0.2,0.08912421887212867,0.08344202233852188,0,412,109
HM+ST,ctid,stockpile,42,80,0.2,0.5,0.3,0.10164653987926088,0.08427493923061685,0,412,109
HM+ST,ctid,stockpile,42,80,0.1,0.5,0.4,0.07674283260709315,0.06702107699971954,0,412,109
HM+ST,ctid,stockpile,42,80,0.0,0.5,0.5,0.06389010457011564,0.056573218319961274,0,412,109
HM+ST,ctid,stockpile,42,80,0.4,0.6,0.0,0.08459653123762542,0.08276739289240063,0,412,109
